OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
INTELSAT 9 (IS-9),2000-043A,2024-09-23T12:54:09.764928,1.00422168,.0005021,8.9973,54.8091,141.5478,51.4505,0,U,26451,999,8851,0,.65E-6,0
NSS-11,2000-059A,2024-09-23T13:42:50.033952,1.00271887,.0003061,0.4839,88.2904,103.1280,193.1928,0,U,26554,999,3495,0,.13E-6,0
USA 153,2000-065A,2024-09-23T07:24:45.491040,1.00273458,.000211,10.5251,40.2901,207.5794,0.4432,0,U,26575,999,2659,0,-.334E-5,0
AMC-6,2000-067A,2024-09-23T07:33:04.184928,1.00272484,.0002225,0.0573,76.9007,100.7636,159.2461,0,U,26580,999,8755,0,.93E-6,0
INTELSAT 1R (IS-1R),2000-072A,2024-09-23T13:48:12.558240,0.98968417,.0006082,6.4930,71.6003,123.5815,258.2496,0,U,26608,999,3498,0,.49E-6,0
ANIK F1,2000-076A,2024-09-23T10:15:00.708192,1.00272089,.0007941,3.5529,82.4870,79.2024,245.6332,0,U,26624,999,3680,0,-.74E-6,0
USA 157 (MILSTAR-2 2),2001-009A,2024-09-18T22:12:26.718336,1.00269950,.0002502,10.8469,23.3528,159.2290,24.6290,0,U,26715,999,2657,0,.8E-7,0
INTELSAT 10 (IS-10),2001-019A,2024-09-23T12:57:24.933024,1.00270629,.0002787,7.5578,65.6582,129.7169,67.9628,0,U,26766,999,3928,0,-.18E-6,0
INTELSAT 901 (IS-901),2001-024A,2024-09-23T09:33:42.680160,1.00272718,.0001059,0.0175,121.6624,142.9833,214.0343,0,U,26824,999,1665,0,-.214E-5,0
USA 159 (DSP 21),2001-033A,2024-09-23T04:57:42.776640,1.00277923,.0002081,12.1870,20.6613,226.7611,140.3724,0,U,26880,999,2663,0,-.307E-5,0
INTELSAT 902 (IS-902),2001-039A,2024-09-23T10:41:17.901312,1.00270388,.0004934,4.5077,79.4399,119.3308,274.2605,0,U,26900,999,8436,0,-.294E-5,0
USA 164 (MILSTAR-2 3),2002-001A,2024-09-23T12:43:39.222048,1.00288265,.0096701,10.4281,25.3569,1.1844,185.2055,0,U,27168,999,2662,0,.86E-6,0
INTELSAT 904 (IS-904),2002-007A,2024-09-23T09:04:10.851168,1.00271208,.0003035,5.3256,76.6759,118.4141,274.1749,0,U,27380,999,4543,0,-.225E-5,0
DIRECTV 5 (TEMPO 1),2002-023A,2024-09-23T13:50:05.153856,1.00271573,.0003246,3.2513,83.1837,105.0780,272.0568,0,U,27426,999,8179,0,-.68E-6,0
INTELSAT 905 (IS-905),2002-027A,2024-09-23T09:05:33.421920,1.00271338,.0002695,5.1516,77.3235,115.7937,281.5010,0,U,27438,999,4503,0,-.196E-5,0
GALAXY 3C (G-3C),2002-030A,2024-09-23T13:54:27.881568,1.00271475,.0003366,2.1052,85.6798,62.2651,328.7339,0,U,27445,999,4016,0,-.164E-5,0
INTELSAT 906 (IS-906),2002-041A,2024-09-23T14:39:52.726752,1.00272766,.0003395,4.1847,80.6682,135.4344,70.9732,0,U,27513,999,8069,0,.2E-7,0
TDRS 10,2002-055A,2024-09-23T12:58:42.835584,1.00268978,.0002115,9.7430,44.6496,340.6620,1.1336,0,U,27566,999,7989,0,.76E-6,0
NIMIQ 2,2002-062A,2024-09-23T11:56:03.490368,1.00272165,.0006192,7.9606,63.2519,130.0512,239.3480,0,U,27632,999,3785,0,-.78E-6,0
USA 167,2003-008A,2024-09-23T11:45:24.503616,1.00272049,.0001574,9.6938,48.7188,216.7180,152.1331,0,U,27691,999,44,0,-.6E-7,0
USA 169 (MILSTAR-2 4),2003-012A,2024-09-23T13:12:43.750368,1.00271156,.0095932,11.3817,34.6573,4.3251,314.2450,0,U,27711,999,2661,0,-.206E-5,0
ASIASAT 4,2003-014A,2024-09-23T13:06:28.234368,1.00272325,.000309,3.0768,83.6838,111.4860,151.9001,0,U,27718,999,3896,0,-.233E-5,0
HELLAS-SAT 2,2003-020A,2024-09-23T07:26:43.317312,1.00272355,.0007679,5.7665,75.3399,130.2627,258.7733,0,U,27811,999,3651,0,-.93E-6,0
THURAYA-2,2003-026A,2024-09-23T12:51:09.609696,1.00273933,.0001903,7.8627,33.9748,127.5102,78.1970,0,U,27825,999,7801,0,.115E-5,0
OPTUS C1,2003-028B,2024-09-23T11:44:42.672192,1.00271686,.0005831,5.2924,76.9856,112.5589,145.2166,0,U,27831,999,4672,0,-.162E-5,0
GALAXY 23 (G-23),2003-034A,2024-09-23T13:46:57.493056,1.00272983,.0002701,1.5562,87.6811,99.4110,261.6940,0,U,27854,999,7741,0,0,0
USA 170,2003-040A,2024-09-23T14:28:22.133280,1.00271858,.000153,9.1476,53.5880,143.2094,47.2875,0,U,27875,999,2665,0,.117E-5,0
GALAXY 13 (HORIZONS-1),2003-044A,2024-09-23T07:23:45.531168,1.00272895,.0002089,0.0278,137.6136,24.5159,161.3872,0,U,27954,999,4023,0,.121E-5,0
YAMAL 202,2003-053A,2024-09-23T13:24:37.542240,1.00271315,.0005557,4.7359,78.5504,115.1372,173.9009,0,U,28089,999,7636,0,-.91E-6,0
UFO 11 (USA 174),2003-057A,2024-09-23T09:34:04.896192,1.00271145,.0003836,8.2205,36.4226,149.9730,35.0105,0,U,28117,999,7611,0,-.11E-5,0
USA 176 (DSP 22),2004-004A,2024-09-23T07:54:37.256832,1.00273007,.000092,11.1956,30.3941,239.3023,299.0086,0,U,28158,999,2659,0,-.23E-5,0
ABS-4 (MOBISAT-1),2004-007A,2024-09-23T14:39:00.182592,1.00271032,.0005651,4.4296,79.6376,124.1475,79.8787,0,U,28184,999,4600,0,.28E-6,0
EUTELSAT 7A,2004-008A,2024-09-23T13:41:42.222048,1.00271068,.0004366,4.2151,79.4582,149.5979,200.0779,0,U,28187,999,7501,0,.92E-6,0
AMC-11,2004-017A,2024-09-23T13:49:50.140992,1.00271524,.0002608,0.0272,39.7218,181.1018,238.4317,0,U,28252,999,7454,0,-.61E-6,0
INTELSAT 10-02,2004-022A,2024-09-23T13:13:17.264928,1.00271879,.0000956,0.0168,216.8905,21.9081,321.4092,0,U,28358,999,7422,0,-.23E-6,0
ANIK F2,2004-027A,2024-09-23T13:49:50.140992,1.00271742,.0002037,1.6539,87.5622,75.7000,296.0070,0,U,28378,999,3493,0,-.61E-6,0
AMC-15,2004-041A,2024-09-23T15:13:01.455168,1.00271437,.0002406,0.0056,127.8908,61.9723,296.3002,0,U,28446,999,7298,0,-.101E-5,0
NSS-10,2005-003A,2024-09-23T08:34:42.690720,1.00271143,.0002712,4.8620,78.0148,109.8944,266.0270,0,U,28526,999,4682,0,-.262E-5,0
XTAR-EUR,2005-005A,2024-09-23T03:34:08.795424,1.00272721,.0003854,2.6978,84.5718,119.4686,240.9933,0,U,28542,999,7185,0,.14E-5,0
XM-3 (RHYTHM),2005-008A,2024-09-23T13:57:13.023072,1.00270298,.0004571,0.0156,213.4914,11.0281,262.5527,0,U,28626,999,3629,0,-.217E-5,0
INMARSAT 4-F1,2005-009A,2024-09-23T05:06:42.704928,1.00271194,.0002843,4.3825,41.4325,177.0762,38.8299,0,U,28628,999,7133,0,.23E-6,0
DIRECTV 8,2005-019A,2024-09-23T13:47:27.518784,1.00272618,.0003177,0.0191,251.4138,314.1944,245.1276,0,U,28659,999,7073,0,-.11E-6,0
GALAXY 28 (G-28),2005-022A,2024-09-23T13:56:05.466048,1.00271414,.0005122,1.6608,86.7376,153.0565,243.1555,0,U,28702,999,4565,0,-.197E-5,0
THAICOM 4,2005-028A,2024-09-22T17:43:43.419072,1.00271670,.000297,0.0171,186.6143,33.1518,167.7584,0,U,28786,999,4590,0,-.373E-5,0
GALAXY 14 (G-14),2005-030A,2024-09-23T14:19:51.693312,0.99694535,.0002196,3.3804,82.6099,139.7345,349.4445,0,U,28790,999,6997,0,-.157E-5,0
ANIK F1R,2005-036A,2024-09-23T13:50:50.193312,1.00271807,.0002758,2.6826,84.3890,70.5298,308.4046,0,U,28868,999,4012,0,-.86E-6,0
SYRACUSE 3A,2005-041B,2024-09-23T12:51:47.141856,1.00274187,.0002839,3.0209,83.6744,117.7857,40.5801,0,U,28885,999,6941,0,.119E-5,0
INMARSAT 4-F2,2005-044A,2024-09-23T13:24:42.435072,1.00271118,.000266,4.2990,42.8009,170.7448,134.0260,0,U,28899,999,6918,0,-.271E-5,0
SPACEWAY 2,2005-046B,2024-09-23T13:41:49.727616,1.00270894,.0001107,3.8460,78.8784,63.7909,286.9635,0,U,28903,999,4500,0,.91E-6,0
METEOSAT-9 (MSG-2),2005-049B,2024-09-23T12:51:39.636288,1.00272055,.000206,7.9104,60.0081,190.5581,350.8902,0,U,28912,999,67,0,.115E-5,0
EUTELSAT 174A,2005-052A,2024-09-23T13:39:12.066624,1.00269816,.0006209,2.6079,84.2872,102.9676,194.4649,0,U,28924,999,4599,0,-.2E-7,0
ECHOSTAR 10,2006-003A,2024-09-23T13:50:05.153856,1.00270648,.0001445,0.0110,139.9338,45.3319,274.9372,0,U,28935,999,6814,0,-.67E-6,0
SPAINSAT,2006-007A,2024-09-23T01:50:11.664096,1.00270692,.000606,0.0193,213.8305,353.9777,152.1701,0,U,28945,999,6788,0,-.227E-5,0
EUTELSAT HOTBIRD 13E,2006-007B,2024-09-23T14:25:14.471616,1.00271762,.0005029,0.4561,98.5541,90.3170,43.1600,0,U,28946,999,6799,0,.74E-6,0
JCSAT-5A,2006-010A,2024-09-23T13:16:25.915008,1.00270901,.0001809,0.0219,245.2666,348.8758,99.9161,0,U,29045,999,6743,0,-.34E-5,0
ASTRA 1KR,2006-012A,2024-09-23T05:52:09.122592,1.00269578,.000524,0.0316,288.8131,280.9514,260.0426,0,U,29055,999,3938,0,.108E-5,0
EWS-G1 (GOES 13),2006-018A,2024-09-23T10:53:52.948320,0.98887778,.0065671,2.8785,84.0745,255.8400,332.3445,0,U,29155,999,3700,0,-.281E-5,0
GALAXY 16 (G-16),2006-023A,2024-09-23T12:06:21.861216,1.00271241,.0002592,0.0229,223.3241,320.5297,261.5747,0,U,29236,999,6663,0,-.139E-5,0
EUTELSAT HOTBIRD 13B,2006-032A,2024-09-23T14:30:59.768352,1.00271585,.0004089,0.0380,45.7663,154.3894,53.6068,0,U,29270,999,4097,0,.143E-5,0
JCSAT-3A,2006-033A,2024-09-23T09:49:13.177056,1.00273001,.0001984,0.0295,262.9979,285.0286,90.0417,0,U,29272,999,4140,0,-.357E-5,0
SYRACUSE 3B,2006-033B,2024-09-23T14:20:06.706176,1.00271399,.0004337,1.2725,88.1556,115.8472,8.7449,0,U,29273,999,6637,0,-.56E-6,0
KOREASAT 5 (MUGUNGWHA 5),2006-034A,2024-09-23T13:10:55.631136,1.00271187,.0002456,0.1415,96.9397,137.5136,79.2250,0,U,29349,999,3498,0,-.37E-5,0
DIRECTV 9S,2006-043A,2024-09-23T13:52:35.284224,1.00271620,.0003025,0.7810,88.4316,99.1779,282.2597,0,U,29494,999,4505,0,-.125E-5,0
OPTUS D1,2006-043B,2024-09-23T13:12:01.288224,1.00271872,.0003727,1.3953,87.5220,98.1285,167.2607,0,U,29495,999,6578,0,-.195E-5,0
BADR-4,2006-051A,2024-09-23T14:28:59.664576,1.00273879,.0004792,0.3662,84.8368,154.5486,7.0280,0,U,29526,999,4493,0,.133E-5,0
WILDBLUE-1,2006-054A,2024-09-23T13:49:42.636288,1.00271445,.0001867,1.1629,88.7945,103.3528,267.0172,0,U,29643,999,4746,0,-.61E-6,0
SKYNET 5A,2007-007B,2024-09-23T12:11:42.465696,1.00270621,.0003653,3.6793,81.3173,114.4821,85.2009,0,U,30794,999,6436,0,-.283E-5,0
ANIK F3,2007-009A,2024-09-23T13:47:35.025216,1.00270500,.000184,0.0175,205.5308,332.7410,272.8223,0,U,31102,999,4022,0,-.13E-6,0
ASTRA 1L,2007-016A,2024-09-22T13:46:42.640896,1.00274669,.0004227,0.0542,340.3847,254.6967,352.7514,0,U,31306,999,3864,0,.11E-5,0
GALAXY 17 (G-17),2007-016B,2024-09-23T13:57:13.023072,1.00271424,.0004067,1.3626,87.9946,117.3437,281.8901,0,U,31307,999,6347,0,-.218E-5,0
ZHONGXING-6B,2007-031A,2024-09-23T13:11:33.163296,1.00273027,.0003959,0.7628,89.6656,110.4311,116.0100,0,U,31800,999,6309,0,-.374E-5,0
DIRECTV 10,2007-032A,2024-09-23T13:52:12.764928,1.00271346,.0000494,0.0352,337.1666,220.5341,270.4726,0,U,31862,999,3926,0,-.115E-5,0
BSAT-3A,2007-036B,2024-09-23T13:41:42.824256,1.00271081,.0004568,0.0345,225.9044,347.9991,104.2775,0,U,32019,999,4420,0,-.363E-5,0
OPTUS D2,2007-044A,2024-09-23T14:00:14.515776,1.00271305,.0004898,0.4318,90.2599,114.8405,167.9943,0,U,32252,999,6223,0,-.122E-5,0
INTELSAT 11 (IS-11),2007-044B,2024-09-23T10:43:18.003360,1.00271300,.0003137,1.9141,86.4982,119.2196,274.9021,0,U,32253,999,6216,0,-.28E-5,0
WGS F1 (USA 195),2007-046A,2024-09-23T10:43:25.509792,1.00272299,.0001753,0.1243,92.6599,122.7968,265.6678,0,U,32258,999,4601,0,-.279E-5,0
SKYNET 5B,2007-056B,2024-09-23T05:53:46.706208,1.00273364,.0003742,3.6327,80.9740,101.5182,293.6438,0,U,32294,999,6186,0,.13E-5,0
ASTRA 4A,2007-057A,2024-09-23T14:22:59.354976,1.00273246,.0003115,0.0044,142.2321,53.2536,28.0095,0,U,32299,999,4531,0,.21E-6,0
HORIZONS-2,2007-063B,2024-09-23T12:17:30.370848,1.00269288,.0002224,0.9622,88.3992,117.8253,267.1835,0,U,32388,999,6148,0,-.265E-5,0
THURAYA-3,2008-001A,2024-09-23T12:11:42.465696,1.00271317,.0002306,4.9863,33.1965,159.5973,91.4840,0,U,32404,999,6115,0,-.313E-5,0
THOR 5,2008-006A,2024-09-23T05:48:42.815808,1.00271277,.0002464,0.0256,238.6157,314.6627,255.7208,0,U,32487,999,6097,0,-.21E-6,0
AMC-14,2008-011A,2024-09-22T12:41:53.394144,1.00276710,.003382,23.2172,28.1264,1.0750,180.6839,0,U,32708,999,6175,0,.63E-6,0
DIRECTV 11,2008-013A,2024-09-23T12:10:14.996928,1.00270983,.0000344,0.0414,4.1953,145.8483,296.1671,0,U,32729,999,3925,0,-.137E-5,0
ICO G1,2008-016A,2024-09-23T10:29:02.265792,1.00272430,.0002249,5.0544,35.6313,141.6150,249.9542,0,U,32763,999,6021,0,-.182E-5,0
VINASAT-1,2008-018A,2024-09-23T06:09:42.678144,1.00271588,.0002205,0.0321,305.1902,267.7521,14.0314,0,U,32767,999,6025,0,-.34E-5,0
STAR ONE C2,2008-018B,2024-09-23T12:20:00.501216,1.00271005,.0002974,0.0403,348.8258,213.9864,280.0391,0,U,32768,999,6032,0,-.288E-5,0
AMOS-3,2008-022A,2024-09-23T14:20:21.719904,1.00273566,.0002186,0.0183,127.3460,69.7480,16.8107,0,U,32794,999,7600,0,-.47E-6,0
GALAXY 18 (G-18),2008-024A,2024-09-23T13:46:19.960032,1.00271119,.0003168,0.0210,250.4612,303.9561,252.0593,0,U,32951,999,3951,0,.13E-6,0
ZHONGXING-9,2008-028A,2024-09-23T13:49:42.483360,1.00270406,.000428,0.0147,149.2194,47.5479,105.7769,0,U,33051,999,5970,0,-.26E-5,0
SKYNET 5C,2008-030A,2024-09-23T09:07:33.524832,1.00271242,.0003665,2.1572,84.2994,98.5948,298.9422,0,U,33055,999,5962,0,-.151E-5,0
TURKSAT 3A,2008-030B,2024-09-23T05:58:39.457920,1.00269889,.0004773,0.0367,120.4077,47.1069,326.7306,0,U,33056,999,4602,0,.134E-5,0
INTELSAT 25 (IS-25),2008-034A,2024-09-23T10:46:33.172320,1.00270803,.0003345,1.0696,88.0857,113.1396,291.7004,0,U,33153,999,5936,0,-.235E-5,0
BADR-6,2008-034B,2024-09-23T14:29:07.171008,1.00269846,.0004165,1.2102,86.1245,74.1603,86.1833,0,U,33154,999,5942,0,.133E-5,0
ECHOSTAR 11,2008-035A,2024-09-23T13:50:05.153856,1.00270854,.0002855,0.0187,159.0479,42.0845,259.2820,0,U,33207,999,4488,0,-.68E-6,0
SUPERBIRD-C2,2008-038A,2024-09-23T13:24:42.435072,1.00270156,.0001871,0.7216,89.4121,139.9913,118.6097,0,U,33274,999,9939,0,-.263E-5,0
AMC-21,2008-038B,2024-09-23T09:16:42.666816,1.00271115,.0002962,1.3075,88.4618,97.8796,190.6543,0,U,33275,999,5915,0,.25E-6,0
INMARSAT 4-F3,2008-039A,2024-09-23T05:18:37.389312,1.00272563,.0002728,3.7795,28.1565,164.9662,151.1228,0,U,33278,999,4020,0,-.15E-5,0
NIMIQ 4,2008-044A,2024-09-23T11:28:42.916800,1.00273282,.0001719,0.0202,234.0123,293.6101,285.3793,0,U,33373,999,5864,0,-.232E-5,0
GALAXY 19 (G-19),2008-045A,2024-09-23T13:53:50.347680,1.00271541,.0002749,0.0351,265.7732,273.4854,295.1285,0,U,33376,999,5857,0,-.151E-5,0
ASTRA 1M,2008-057A,2024-09-23T05:52:09.122592,1.00270575,.0005514,0.0203,96.4126,72.2679,301.1306,0,U,33436,999,3940,0,.108E-5,0
EUTELSAT HOTBIRD 13C,2008-065A,2024-09-23T14:17:59.096832,1.00271458,.000492,1.3148,86.3265,111.9301,6.6736,0,U,33459,999,4101,0,-.112E-5,0
EXPRESS-AM44,2009-007A,2024-09-23T14:18:29.121696,1.00271891,.0004113,1.8280,86.0968,99.3890,21.0697,0,U,33595,999,4595,0,-.101E-5,0
NSS-9,2009-008A,2024-09-23T13:32:42.624672,1.00273594,.0002146,0.0027,89.4580,97.8722,201.8276,0,U,33749,999,5718,0,.6E-6,0
EUTELSAT 33E,2009-008B,2024-09-23T13:54:12.867840,1.00270034,.0005035,1.0353,87.6797,102.9233,285.4552,0,U,33750,999,5711,0,-.16E-5,0
TELSTAR 11N,2009-009A,2024-09-23T10:44:48.081408,1.00273721,.000228,0.0010,136.5301,37.6988,312.2080,0,U,34111,999,3991,0,-.262E-5,0
WGS F2 (USA 204),2009-017A,2024-09-23T12:55:02.309952,1.00269515,.0001481,0.0176,149.1048,132.7213,332.2998,0,U,34713,999,3928,0,.56E-6,0
SES-7 (PROTOSTAR 2),2009-027A,2024-09-23T13:09:33.060384,1.00269011,.0002247,0.0594,73.0219,162.7237,72.7647,0,U,34941,999,5629,0,-.357E-5,0
MEASAT-3A,2009-032A,2024-09-23T08:31:21.518688,1.00271524,.0002054,0.0182,126.1430,86.9864,77.3568,0,U,35362,999,169,0,-.123E-5,0
GOES 14,2009-033A,2024-09-23T13:50:35.179584,1.00270324,.0003941,0.0399,111.6234,61.8690,288.6212,0,U,35491,999,26,0,-.78E-6,0
FM-5,2009-034A,2024-09-23T00:32:42.709056,1.00272351,.0000195,0.0344,265.8914,313.2539,65.2630,0,U,35493,999,4030,0,-.211E-5,0
TERRESTAR-1,2009-035A,2024-09-23T12:30:42.567264,1.00272484,.0002791,4.6166,47.9068,142.4810,249.1587,0,U,35496,999,5580,0,-.67E-6,0
ASIASAT 5,2009-042A,2024-09-23T13:07:17.942880,1.00273048,.000168,0.0394,260.3460,270.4910,129.3901,0,U,35696,999,5537,0,-.32E-5,0
JCSAT-12 (JCSAT-RA),2009-044A,2024-09-23T11:48:42.815808,1.00272198,.0001638,0.0525,95.9346,34.6467,181.4951,0,U,35755,999,5527,0,-.34E-5,0
OPTUS D3,2009-044B,2024-09-23T12:12:42.735744,1.00272273,.0002402,0.2585,83.5444,96.9452,161.5252,0,U,35756,999,5522,0,-.159E-5,0
NIMIQ 5,2009-050A,2024-09-23T15:37:57.381312,1.00271505,.0002871,0.0192,150.3048,39.4230,335.0633,0,U,35873,999,5501,0,-.269E-5,0
AMAZONAS 2,2009-054A,2024-09-23T12:21:08.059104,1.00270375,.000536,0.1729,96.4761,97.2064,293.6580,0,U,35942,999,5485,0,-.294E-5,0
COMSATBW-1,2009-054B,2024-09-23T12:56:39.893568,1.00271713,.000354,0.0460,84.6980,123.2214,52.1034,0,U,35943,999,5496,0,.12E-6,0
NSS-12,2009-058A,2024-09-23T12:54:39.792384,1.00272563,.0003521,0.0557,76.2710,112.3098,64.9545,0,U,36032,999,5458,0,.59E-6,0
THOR 6,2009-058B,2024-09-23T00:37:30.369216,1.00270721,.0002081,0.0161,181.6833,26.5619,162.6548,0,U,36033,999,5466,0,-.21E-6,0
INTELSAT 14 (IS-14),2009-064A,2024-09-23T08:42:12.587616,1.00270962,.0002584,0.0199,92.8439,105.5331,249.8841,0,U,36097,999,5426,0,-.285E-5,0
EUTELSAT 36B,2009-065A,2024-09-23T07:39:42.735168,1.00273568,.0005287,0.0681,9.9068,177.4929,326.0742,0,U,36101,999,5437,0,.144E-5,0
INTELSAT 15 (IS-15),2009-067A,2024-09-23T11:19:57.396576,1.00270775,.0002316,0.0196,171.1200,18.7149,68.1243,0,U,36106,999,3489,0,-.197E-5,0
WGS F3 (USA 211),2009-068A,2024-09-23T13:42:42.272640,0.99719243,.0002798,0.1270,88.6170,164.6506,179.4367,0,U,36108,999,4026,0,.104E-5,0
DIRECTV 12,2009-075A,2024-09-23T12:02:20.241024,1.00271939,.0000192,0.0084,136.3484,154.4528,149.9032,0,U,36131,999,4021,0,-.115E-5,0
BEIDOU-2 G1,2010-001A,2024-09-23T13:18:48.538080,1.00269795,.0002974,2.8295,59.1907,267.6312,16.2144,0,U,36287,999,5383,0,-.292E-5,0
RADUGA-1M 2,2010-002A,2024-09-23T09:36:57.544128,1.00269185,.0002948,1.9709,87.1212,132.7141,12.1223,0,U,36358,999,4375,0,-.195E-5,0
SDO,2010-005A,2024-09-21T02:22:39.419040,1.00274641,.0001508,33.3188,96.0885,157.7037,40.5960,0,U,36395,999,5367,0,-.65E-6,0
INTELSAT 16 (IS-16),2010-006A,2024-09-23T13:59:43.151712,1.00269363,.0002246,0.0139,158.3019,42.6710,295.6630,0,U,36397,999,5332,0,-.256E-5,0
EWS-G2 (GOES 15),2010-008A,2024-09-23T14:39:07.688160,1.00270502,.000628,0.3496,274.6566,308.0804,61.2959,0,U,36411,999,5331,0,.26E-6,0
ECHOSTAR 14,2010-010A,2024-09-23T06:07:58.381248,1.00271537,.0002359,0.0183,196.7217,347.3242,151.6556,0,U,36499,999,4021,0,-.11E-6,0
SES-1,2010-016A,2024-09-23T05:03:42.681024,1.00271631,.0002581,0.0442,293.4314,248.4339,155.6114,0,U,36516,999,5269,0,-.126E-5,0
ASTRA 3B,2010-021A,2024-09-23T07:47:42.614592,1.00275731,.0003528,0.0133,297.1819,236.8692,329.0813,0,U,36581,999,5254,0,.126E-5,0
