OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
COMSATBW-2,2010-021B,2024-09-23T14:25:21.978048,1.00268775,.0002738,0.0197,128.7663,77.0411,26.6825,0,U,36582,999,5262,0,.76E-6,0
BEIDOU-2 G3,2010-024A,2024-09-23T14:15:12.783744,1.00272034,.00046,3.0281,61.6710,350.7184,243.9859,0,U,36590,999,5243,0,-.147E-5,0
BADR-5,2010-025A,2024-09-23T12:46:01.845120,1.00269914,.0005546,0.0316,138.8945,40.0137,41.4516,0,U,36592,999,4688,0,.132E-5,0
COMS 1,2010-032A,2024-09-23T13:15:10.850688,1.00271312,.000097,3.2010,83.3227,121.7762,124.7169,0,U,36744,999,4475,0,-.356E-5,0
ARABSAT-5A,2010-032B,2024-09-23T14:30:14.729760,1.00273688,.0004135,0.0735,53.7742,111.9395,85.2845,0,U,36745,999,5231,0,.141E-5,0
ECHOSTAR 15,2010-034A,2024-09-23T12:20:53.046240,1.00271066,.0002214,0.0193,156.9260,8.2360,321.2599,0,U,36792,999,5199,0,-.293E-5,0
BEIDOU-2 IGSO-1,2010-036A,2024-09-21T13:15:33.693120,1.00254068,.0041043,54.2549,168.6973,204.6345,292.1584,0,U,36828,999,5185,0,-.123E-5,0
NILESAT 201,2010-037A,2024-09-23T09:10:33.680928,1.00272498,.0005638,0.0242,141.4936,42.7492,309.1243,0,U,36830,999,5203,0,-.69E-6,0
RASCOM-QAF 1R,2010-037B,2024-09-23T14:22:21.822816,1.00272946,.0005598,0.0413,112.5852,81.3364,27.5159,0,U,36831,999,5196,0,.7E-7,0
AEHF-1 (USA 214),2010-039A,2024-09-23T14:26:37.042368,1.00416220,.0003367,6.6274,76.0507,91.7533,69.1717,0,U,36868,999,4732,0,.113E-5,0
XM-5,2010-053A,2024-09-23T13:48:35.076672,1.00269698,.0000222,0.0417,90.5842,282.3562,81.9268,0,U,37185,999,5114,0,-.35E-6,0
BSAT-3B,2010-056B,2024-09-23T08:01:07.593024,1.00270802,.0002687,0.0531,333.8708,291.8801,327.0599,0,U,37207,999,4577,0,-.362E-5,0
BEIDOU-2 G4,2010-057A,2024-09-23T14:00:14.515776,1.00271200,.0007926,2.0801,69.7051,163.2079,140.1836,0,U,37210,999,5095,0,-.123E-5,0
SKYTERRA 1,2010-061A,2024-09-23T13:52:35.284224,1.00271187,.000397,3.8073,49.1163,179.4610,241.1954,0,U,37218,999,5086,0,-.129E-5,0
HYLAS 1,2010-065A,2024-09-23T12:12:42.735744,1.00271684,.0002156,4.0248,80.6874,128.6101,135.4422,0,U,37237,999,55,0,-.134E-5,0
INTELSAT 17 (IS-17),2010-065B,2024-09-23T14:40:30.258912,1.00272778,.0002802,0.0269,235.6662,325.8936,87.5222,0,U,37238,999,4690,0,-.14E-6,0
BEIDOU-2 IGSO-2,2010-068A,2024-09-23T11:26:20.227200,1.00271396,.004042,48.6991,279.6164,217.3501,145.4693,0,U,37256,999,5046,0,-.184E-5,0
EUTELSAT KA-SAT 9A,2010-069A,2024-09-22T20:14:42.732960,1.00272038,.0001235,0.0977,285.5592,218.1117,171.2345,0,U,37258,999,5047,0,.51E-6,0
HISPASAT 30W-5,2010-070A,2024-09-23T10:47:03.198048,1.00272171,.0005488,0.0308,122.5249,46.8068,325.2121,0,U,37264,999,4685,0,-.228E-5,0
KOREASAT 6,2010-070B,2024-09-23T13:11:48.177024,1.00272334,.000307,0.0442,350.9650,245.3560,80.5760,0,U,37265,999,5043,0,-.374E-5,0
BEIDOU-2 IGSO-3,2011-013A,2024-09-23T07:59:30.009408,1.00283832,.0032243,61.5046,46.1664,174.9322,8.9532,0,U,37384,999,4932,0,-.179E-5,0
INTELSAT 28 (IS-28),2011-016A,2024-09-23T14:30:59.768352,1.00273284,.0003077,0.1650,92.1936,110.0401,51.2637,0,U,37392,999,4695,0,.143E-5,0
YAHSAT 1A,2011-016B,2024-09-23T14:36:37.560384,1.00269860,.0001974,0.0178,191.8259,6.3394,76.4171,0,U,37393,999,3607,0,.89E-6,0
SBIRS GEO-1 (USA 230),2011-019A,2024-09-23T14:40:22.753344,1.00271195,.0001751,3.1870,49.9128,144.3582,94.4931,0,U,37481,999,4906,0,-.15E-6,0
TELSTAR 14R,2011-021A,2024-09-23T12:20:30.526080,1.00271442,.0000488,0.0146,132.7628,100.4875,251.7297,0,U,37602,999,4950,0,-.292E-5,0
GSAT-8,2011-022A,2024-09-23T12:54:17.271360,1.00272366,.0006994,0.4894,89.9258,151.7044,9.8948,0,U,37605,999,4890,0,.73E-6,0
ST-2,2011-022B,2024-09-23T13:03:47.761920,1.00273042,.0001728,0.0177,185.6935,57.0822,44.0612,0,U,37606,999,4894,0,-.224E-5,0
ZHONGXING-10,2011-026A,2024-09-23T13:41:42.824256,1.00272818,.0004981,0.0585,263.1574,283.1058,132.5818,0,U,37677,999,4866,0,-.365E-5,0
SES-3,2011-035A,2024-09-23T12:02:20.190912,1.00272279,.0002663,0.0113,353.3497,195.4764,251.5941,0,U,37748,999,4825,0,-.114E-5,0
KAZSAT-2,2011-035B,2024-09-23T13:03:17.737056,1.00271651,.0001355,0.0223,85.1591,164.4359,35.6103,0,U,37749,999,4705,0,-.21E-5,0
BEIDOU-2 IGSO-4,2011-038A,2024-09-15T16:57:53.091072,1.00288593,.0129048,54.5620,171.3831,229.2096,303.3869,0,U,37763,999,4823,0,-.94E-6,0
ASTRA 1N,2011-041A,2024-09-23T07:55:42.753216,1.00273267,.0001684,0.0575,9.4897,129.0344,2.2661,0,U,37775,999,3819,0,.108E-5,0
BSAT-3C (JCSAT-110R),2011-041B,2024-09-23T08:01:07.593024,1.00271571,.0000253,0.0152,121.7484,337.9060,133.2650,0,U,37776,999,4414,0,-.363E-5,0
PAKSAT-1R,2011-042A,2024-09-23T14:32:22.339104,1.00271060,.000104,0.0241,102.9230,49.2976,106.7256,0,U,37779,999,4814,0,.141E-5,0
SES-2,2011-049A,2024-09-23T13:56:42.997344,1.00271781,.0002584,0.0367,300.4409,258.7914,285.8723,0,U,37809,999,4763,0,-.208E-5,0
ARABSAT-5C,2011-049B,2024-09-23T07:55:42.753216,1.00271516,.0006394,0.0538,8.9925,182.4622,310.1350,0,U,37810,999,4771,0,.112E-5,0
EUTELSAT 7 WEST A,2011-051A,2024-09-23T09:25:42.766176,1.00272031,.0006138,0.0953,47.7144,146.8298,302.2959,0,U,37816,999,4756,0,-.72E-6,0
QUETZSAT 1,2011-054A,2024-09-23T12:16:30.319392,1.00272301,.0002624,0.0285,65.9452,138.2895,265.7417,0,U,37826,999,4776,0,-.254E-5,0
INTELSAT 18 (IS-18),2011-056A,2024-09-23T14:30:33.168384,1.00273615,.0001841,0.0174,209.6949,343.5869,207.2857,0,U,37834,999,4747,0,.41E-6,0
EUTELSAT 16A,2011-057A,2024-09-23T07:55:42.753216,1.00271029,.0005237,0.0689,357.7089,185.3234,314.5634,0,U,37836,999,99,0,.92E-6,0
VIASAT-1,2011-059A,2024-09-23T12:30:42.567264,1.00270159,.0002407,0.0173,207.2063,337.1788,251.0384,0,U,37843,999,4098,0,-.35E-6,0
ASIASAT 7,2011-069A,2024-09-23T13:08:48.020928,1.00273700,.0001819,0.0357,244.8892,291.2037,129.4934,0,U,37933,999,3852,0,-.346E-5,0
BEIDOU-2 IGSO-5,2011-073A,2024-09-23T00:11:12.612768,1.00270618,.010312,48.8340,279.3156,221.5991,320.4351,0,U,37948,999,4679,0,-.144E-5,0
LUCH-5A,2011-074B,2024-09-23T13:28:03.068832,1.00270044,.0004574,7.1346,83.3989,102.9887,185.4963,0,U,37951,999,4671,0,-.59E-6,0
NIGCOMSAT 1R,2011-077A,2024-09-23T07:39:42.735168,1.00271301,.0002395,0.0444,57.2960,222.1590,240.6573,0,U,38014,999,4662,0,.133E-5,0
FENGYUN 2F,2012-002A,2024-09-23T14:22:06.809952,0.99140269,.0002477,5.9806,73.0253,137.2869,10.0028,0,U,38049,999,4654,0,-.167E-5,0
WGS F4 (USA 233),2012-003A,2024-09-23T13:49:42.483360,1.00270009,.0000823,0.0174,146.4295,35.5729,116.7529,0,U,38070,999,3780,0,-.227E-5,0
SES-4,2012-007A,2024-09-23T09:33:42.680160,1.00272004,.0002613,0.0427,72.7901,125.9013,285.4844,0,U,38087,999,4589,0,-.18E-5,0
BEIDOU-2 G5,2012-008A,2024-09-23T12:55:24.830976,1.00269358,.0006978,1.9994,70.5099,221.6305,323.3464,0,U,38091,999,4603,0,.45E-6,0
MUOS-1,2012-009A,2024-09-23T12:05:24.059616,1.00271399,.0051269,4.2226,45.4594,3.3481,35.4312,0,U,38093,999,4611,0,-.138E-5,0
INTELSAT 22 (IS-22),2012-011A,2024-09-23T12:59:10.023072,1.00270803,.0001932,0.0275,137.7307,67.1819,64.8483,0,U,38098,999,85,0,-.71E-6,0
APSTAR-7,2012-013A,2024-09-23T13:00:32.593824,1.00271443,.0002453,0.0144,154.5715,48.0571,71.8988,0,U,38107,999,4547,0,-.114E-5,0
YAHSAT 1B,2012-016A,2024-09-23T12:52:09.662880,1.00271806,.0001996,0.0302,107.1406,85.3828,50.9853,0,U,38245,999,3926,0,.114E-5,0
AEHF-2 (USA 235),2012-019A,2024-09-23T07:24:50.719104,1.00272331,.0003087,5.1826,61.2491,106.4583,289.6624,0,U,38254,999,65,0,-.144E-5,0
JCSAT-13,2012-023A,2024-09-23T13:14:03.291936,1.00272492,.0002398,0.0174,170.0366,25.3039,130.0641,0,U,38331,999,4520,0,-.369E-5,0
VINASAT-2,2012-023B,2024-09-23T13:16:18.407712,1.00272003,.000208,0.0267,311.8121,231.1160,150.8876,0,U,38332,999,4032,0,-.341E-5,0
NIMIQ 6,2012-026A,2024-09-23T13:55:27.933024,1.00271828,.0002836,0.0183,129.4079,71.0879,280.1810,0,U,38342,999,4408,0,-.186E-5,0
ZHONGXING-2A,2012-028A,2024-09-23T13:07:42.558240,1.00272386,.0003739,0.0382,85.9797,221.4278,350.6639,0,U,38352,999,4504,0,-.305E-5,0
INTELSAT 19 (IS-19),2012-030A,2024-09-23T13:25:14.858400,1.00272008,.0003068,0.0146,235.8339,311.8897,182.4839,0,U,38356,999,4410,0,-.69E-6,0
ECHOSTAR 17,2012-035A,2024-09-23T13:50:57.699744,1.00270246,.0002053,0.0190,162.7834,19.6412,281.1190,0,U,38551,999,4473,0,-.87E-6,0
METEOSAT-10 (MSG-3),2012-035B,2024-09-23T09:12:18.770976,1.00274483,.0001068,3.1861,61.5046,216.2866,223.1503,0,U,38552,999,4452,0,-.16E-6,0
SES-5,2012-036A,2024-09-23T14:22:59.354976,1.00271562,.0002093,0.0722,295.9301,259.4781,28.2555,0,U,38652,999,3814,0,.22E-6,0
INTELSAT 20 (IS-20),2012-043A,2024-09-23T12:08:42.624960,1.00271534,.0001842,0.0094,177.0899,351.6637,84.7773,0,U,38740,999,4441,0,-.37E-6,0
HYLAS 2,2012-043B,2024-09-23T13:24:42.435072,1.00269901,.0002939,0.7876,88.8682,139.0526,118.6442,0,U,38741,999,4443,0,-.275E-5,0
INTELSAT 21 (IS-21),2012-045A,2024-09-23T06:58:54.473664,1.00271932,.0002209,0.0290,100.1624,98.3625,210.8380,0,U,38749,999,4418,0,-.296E-5,0
ASTRA 2F,2012-051A,2024-09-23T14:29:37.196736,1.00269851,.0004305,0.0726,254.3060,316.1873,38.0242,0,U,38778,999,3480,0,.137E-5,0
GSAT-10,2012-051B,2024-09-22T23:55:42.627360,1.00273251,.0002816,0.0127,210.0437,44.1964,190.0278,0,U,38779,999,4376,0,-.177E-5,0
INTELSAT 23 (IS-23),2012-057A,2024-09-23T04:20:49.828128,1.00264893,.0000888,0.0273,227.0482,79.7275,67.9239,0,U,38867,999,4360,0,-.296E-5,0
BEIDOU-2 G6,2012-059A,2024-09-23T13:02:32.697600,1.00270348,.0006219,2.8071,79.6940,306.3671,256.4933,0,U,38953,999,4357,0,-.187E-5,0
LUCH-5B,2012-061A,2024-09-23T05:41:53.591712,1.00270931,.0006709,9.1027,55.8189,143.0962,232.8128,0,U,38977,999,4327,0,-.146E-5,0
YAMAL 300K,2012-061B,2024-09-23T10:02:33.798336,1.00270326,.0000362,0.0154,229.8132,355.7583,110.7915,0,U,38978,999,4329,0,.59E-6,0
STAR ONE C3,2012-062A,2024-09-23T14:00:05.672736,1.00272117,.0002121,0.0200,98.4920,84.8883,314.5674,0,U,38991,999,4342,0,-.261E-5,0
EUTELSAT 21B,2012-062B,2024-09-23T14:27:37.093824,1.00270785,.000274,0.0689,358.6417,177.6177,65.1788,0,U,38992,999,4349,0,.118E-5,0
ECHOSTAR 16,2012-065A,2024-09-23T12:21:00.551808,1.00271878,.0002182,0.0177,175.6633,4.0375,306.9071,0,U,39008,999,4329,0,-.294E-5,0
ZHONGXING-12,2012-067A,2024-09-23T04:49:42.834144,1.00272876,.0002802,0.0123,137.6862,48.8081,335.9579,0,U,39017,999,4317,0,-.219E-5,0
EUTELSAT 70B,2012-069A,2024-09-23T14:41:07.791936,1.00271652,.0003907,0.0646,359.4365,186.3992,107.8932,0,U,39020,999,4317,0,-.56E-6,0
YAMAL 402,2012-070A,2024-09-23T12:54:17.271360,1.00272441,.0004251,0.0195,130.7692,65.3799,55.1945,0,U,39022,999,4306,0,.73E-6,0
SKYNET 5D,2012-075A,2024-09-23T14:36:37.560384,1.00270712,.0004097,0.0689,356.6038,198.1055,80.1123,0,U,39034,999,4282,0,.87E-6,0
MEXSAT 3,2012-075B,2024-09-23T13:48:42.583104,1.00272578,.0001715,0.0268,106.6971,71.0632,277.5296,0,U,39035,999,71,0,-.38E-6,0
TDRS 11,2013-004A,2024-09-23T14:06:42.597792,1.00280163,.0003476,2.8013,15.0302,65.3714,320.1005,0,U,39070,999,4036,0,.7E-6,0
AMAZONAS 3,2013-006A,2024-09-23T07:12:12.565152,1.00272368,.0005198,0.0308,226.0991,334.7826,208.8312,0,U,39078,999,3857,0,-.294E-5,0
AZERSPACE 1,2013-006B,2024-09-23T12:51:47.141856,1.00269470,.0002233,0.0173,159.2684,60.3382,22.1954,0,U,39079,999,4247,0,.121E-5,0
SBIRS GEO-2 (USA 241),2013-011A,2024-09-23T10:44:40.574976,1.00271354,.00018,3.1671,48.6255,143.2343,294.1034,0,U,39120,999,4220,0,-.267E-5,0
EUTELSAT 117 WEST A,2013-012A,2024-09-23T13:48:05.051808,1.00271463,.0002914,0.0139,124.2816,67.0310,261.8094,0,U,39122,999,4209,0,-.25E-6,0
ANIK G1,2013-014A,2024-09-23T13:50:50.193312,1.00270501,.0002779,0.0206,165.0971,56.9027,241.3152,0,U,39127,999,4192,0,-.86E-6,0
ZHONGXING-11,2013-020A,2024-09-23T13:49:12.482688,1.00270087,.0003119,0.0140,231.0715,54.5595,22.4738,0,U,39157,999,4156,0,-.303E-5,0
EUTELSAT 7B,2013-022A,2024-09-23T14:23:36.888000,1.00273285,.0000964,0.0677,355.3328,339.0559,251.4561,0,U,39163,999,4162,0,.36E-6,0
WGS F5 (USA 243),2013-024A,2024-09-23T12:23:30.681312,1.00268332,.0001369,0.0193,161.8633,68.5412,265.8148,0,U,39168,999,4084,0,-.296E-5,0
SES-6,2013-026A,2024-09-23T10:44:03.041952,1.00270878,.0002197,0.0427,343.8578,205.9997,293.4563,0,U,39172,999,4139,0,-.273E-5,0
IRNSS-1A,2013-034A,2024-09-23T12:54:24.777792,1.00268898,.0021158,34.2994,73.0072,179.9009,358.7281,0,U,39199,999,4103,0,.74E-6,0
MUOS-2,2013-036A,2024-09-23T13:52:13.712736,1.00272573,.0055862,3.7926,41.7770,178.0150,174.1412,0,U,39206,999,4085,0,.54E-6,0
ALPHASAT,2013-038A,2024-09-23T14:28:37.146144,1.00272993,.0004129,2.9027,6.6786,197.3733,40.8990,0,U,39215,999,3768,0,.123E-5,0
INSAT-3D,2013-038B,2024-09-23T13:15:40.876416,1.00269422,.0001892,0.2851,92.1003,116.1614,123.0966,0,U,39216,999,4074,0,-.351E-5,0
WGS F6 (USA 244),2013-041A,2024-09-23T13:42:57.286368,1.00270501,.0000731,0.0090,197.6463,70.6991,165.1040,0,U,39222,999,3971,0,.77E-6,0
ES'HAIL 1,2013-044A,2024-09-23T14:28:52.159008,1.00274974,.0002218,0.0583,2.5260,195.5618,47.5948,0,U,39233,999,4029,0,.131E-5,0
GSAT-7,2013-044B,2024-09-23T05:12:27.775296,1.00271836,.0008813,0.0464,101.1889,158.7394,254.7573,0,U,39234,999,3898,0,-.89E-6,0
AMOS-4,2013-045A,2024-09-23T05:13:42.774816,1.00273655,.0001632,0.0222,215.7723,23.0067,267.2350,0,U,39237,999,4062,0,-.5E-7,0
AEHF-3 (USA 246),2013-050A,2024-09-23T11:33:05.438880,1.00594762,.0071059,3.7205,72.2267,175.1031,153.6849,0,U,39256,999,3933,0,.38E-6,0
ASTRA 2E,2013-056A,2024-09-23T07:47:42.614592,1.00275468,.0003054,0.0651,339.8137,209.5640,318.7361,0,U,39285,999,4009,0,.139E-5,0
FM-6,2013-058A,2024-09-23T13:48:20.063808,1.00269935,.0000183,0.0138,247.1929,353.8770,212.7659,0,U,39360,999,3972,0,-.29E-6,0
RADUGA-1M 3,2013-062A,2024-09-23T14:31:29.794080,1.00271540,.0003869,4.3452,80.0301,282.5201,253.2326,0,U,39375,999,3977,0,.143E-5,0
SES-8,2013-071A,2024-09-23T13:05:47.865696,1.00270233,.0001861,0.0291,255.5728,266.6689,132.0765,0,U,39460,999,3809,0,-.282E-5,0
INMARSAT 5-F1,2013-073A,2024-09-23T05:35:42.730080,1.00271824,.0000612,0.0182,135.7355,111.2244,262.1771,0,U,39476,999,3925,0,.16E-6,0
TKSAT-1 (TUPAC KATARI),2013-075A,2024-09-23T13:56:35.490912,1.00271090,.0002483,0.0420,7.6682,180.1026,297.0984,0,U,39481,999,3926,0,-.207E-5,0
EXPRESS-AM5,2013-077A,2024-09-23T13:18:41.030784,1.00271355,.0001041,0.0174,205.8963,68.6870,68.0055,0,U,39487,999,4002,0,-.292E-5,0
GSAT-14,2014-001A,2024-09-23T05:12:42.439104,1.00271632,.0005368,0.0139,209.3279,24.3197,281.0845,0,U,39498,999,3905,0,-.89E-6,0
THAICOM 6,2014-002A,2024-09-23T13:01:02.620416,1.00271406,.0003533,0.0480,117.6315,70.4064,88.5849,0,U,39500,999,3912,0,-.133E-5,0
TDRS 12,2014-004A,2024-09-23T10:43:55.536384,1.00266487,.0006192,3.5691,5.7229,214.1953,262.8500,0,U,39504,999,3794,0,-.281E-5,0
ABS-2,2014-006A,2024-09-23T13:00:02.568960,1.00271537,.0003536,0.0174,127.7157,51.6182,93.4783,0,U,39508,999,3894,0,-.99E-6,0
ATHENA-FIDUS,2014-006B,2024-09-23T11:06:19.193760,1.00272406,.0001442,0.0136,185.7755,27.8919,353.5021,0,U,39509,999,3874,0,.142E-5,0
TURKSAT 4A,2014-007A,2024-09-23T12:50:32.078400,1.00274055,.0003976,0.0593,262.8117,317.5215,17.1733,0,U,39522,999,3887,0,.134E-5,0
EXPRESS-AT1,2014-010A,2024-09-23T12:54:39.792384,1.00271513,.0000157,0.0155,242.7209,337.7639,32.0615,0,U,39612,999,3848,0,.66E-6,0
EXPRESS-AT2,2014-010B,2024-09-23T13:18:33.525216,1.00272153,.0000689,0.0231,253.1630,39.3306,49.8889,0,U,39613,999,3816,0,-.293E-5,0
AMAZONAS 4A,2014-011A,2024-09-23T14:00:20.684736,1.00270086,.0004344,0.0535,199.8200,0.4313,298.7639,0,U,39616,999,3837,0,-.264E-5,0
ASTRA 5B,2014-011B,2024-09-22T17:52:31.945152,1.00272800,.0003624,0.0766,308.5074,260.5243,84.6816,0,U,39617,999,3832,0,.126E-5,0
IRNSS-1B,2014-017A,2024-09-23T12:54:17.271360,1.00271317,.0020135,28.8016,251.1607,188.4933,171.8013,0,U,39635,999,3846,0,.104E-5,0
LUCH-5V,2014-023A,2024-09-23T12:11:42.465696,1.00274271,.0003652,3.5417,75.2779,150.8529,54.3784,0,U,39727,999,3802,0,-.281E-5,0
KAZSAT-3,2014-023B,2024-09-22T19:10:42.621024,1.00274172,.0000328,0.0123,130.9736,259.6088,317.7447,0,U,39728,999,3810,0,.49E-6,0
EUTELSAT 3B,2014-030A,2024-09-23T14:22:29.329248,1.00271378,.0005095,0.0623,0.0091,187.9327,33.6993,0,U,39773,999,3773,0,.8E-7,0
ASIASAT 8 (AMOS-7),2014-046A,2024-09-23T14:20:29.226336,1.00271701,.0002062,0.0057,116.0068,85.3095,12.8295,0,U,40107,999,9581,0,-.46E-6,0
ASIASAT 6,2014-052A,2024-09-23T09:46:58.061280,1.00271683,.0000885,0.0474,90.9773,107.3200,71.1006,0,U,40141,999,3673,0,-.374E-5,0
OPTUS 10,2014-054A,2024-09-22T21:56:22.044192,1.00271008,.0003855,0.0392,282.1570,277.9605,287.2363,0,U,40146,999,3669,0,-.158E-5,0
MEASAT-3B,2014-054B,2024-09-23T13:49:42.483360,1.00270785,.0001323,0.0486,45.6869,64.6220,191.5374,0,U,40147,999,3658,0,-.254E-5,0
LUCH (OLYMP-K 1),2014-058A,2024-09-23T15:59:19.331808,1.00272424,.000161,0.2546,89.6525,192.2616,302.8122,0,U,40258,999,3660,0,-.154E-5,0
HIMAWARI-8,2014-060A,2024-09-23T08:09:53.044992,1.00272966,.0000777,0.0214,177.0731,2.2608,86.4751,0,U,40267,999,3642,0,-.287E-5,0
IRNSS-1C,2014-061A,2024-09-23T13:02:17.684736,1.00268833,.002053,4.9077,102.3963,4.5549,174.5071,0,U,40269,999,3635,0,-.173E-5,0
INTELSAT 30 (IS-30),2014-062A,2024-09-23T12:09:57.218400,1.00272591,.0001825,0.0154,97.6244,267.3450,85.3133,0,U,40271,999,49,0,-.163E-5,0
ARSAT 1,2014-062B,2024-09-23T15:28:48.232416,1.00272641,.0001906,0.0265,308.0222,242.6069,332.7581,0,U,40272,999,3628,0,-.272E-5,0
EXPRESS-AM6,2014-064A,2024-09-23T07:31:42.597408,1.00274444,.0001031,0.0170,157.9841,36.3382,334.2635,0,U,40277,999,3524,0,.86E-6,0
GSAT-16,2014-078A,2024-09-23T12:53:54.752928,1.00272987,.000527,0.0092,165.6580,306.4091,139.3625,0,U,40332,999,3577,0,.72E-6,0
DIRECTV 14,2014-078B,2024-09-23T12:10:14.996928,1.00271890,.0000072,0.0246,278.4206,46.1789,121.5736,0,U,40333,999,3591,0,-.138E-5,0
YAMAL 401,2014-082A,2024-09-23T13:49:42.483360,1.00269097,.0000186,0.0115,183.7279,98.7888,17.7572,0,U,40345,999,3558,0,-.24E-5,0
ASTRA 2G,2014-089A,2024-09-23T14:29:37.196736,1.00274067,.0001801,0.0591,4.8148,93.7012,150.0238,0,U,40364,999,3563,0,.137E-5,0
FENGYUN 2G,2014-090A,2024-09-23T12:11:24.629280,1.00270933,.0003066,4.0384,80.3546,165.2976,39.7046,0,U,40367,999,3566,0,-.314E-5,0
MUOS-3,2015-002A,2024-09-23T05:56:42.730656,1.00271146,.0061193,3.3896,37.0199,177.8843,221.3806,0,U,40374,999,3525,0,-.139E-5,0
INMARSAT 5-F2,2015-005A,2024-09-23T02:15:42.686784,1.00270775,.0000593,0.0176,148.9370,78.8130,113.5723,0,U,40384,999,3465,0,-.296E-5,0
ABS-3A,2015-010A,2024-09-23T09:11:48.745248,1.00271478,.0001525,0.0059,176.8670,315.1852,5.6285,0,U,40424,999,3504,0,-.38E-6,0
EUTELSAT 115 WEST B,2015-010B,2024-09-23T06:11:18.620160,1.00271010,.0000172,0.0131,340.8489,135.6655,224.0136,0,U,40425,999,3505,0,-.36E-6,0
EXPRESS-AM7,2015-012A,2024-09-23T14:32:59.872128,1.00270303,.0002723,0.0182,168.2042,32.5541,60.4033,0,U,40505,999,3467,0,.138E-5,0
IRNSS-1D,2015-018A,2024-09-22T21:15:42.765696,1.00274999,.001904,27.2976,251.0133,193.9569,347.9462,0,U,40547,999,3490,0,-.287E-5,0
BEIDOU-3S IGSO-1S,2015-019A,2024-09-20T13:46:42.493152,1.00284029,.0036754,50.3939,303.0621,197.5051,162.4153,0,U,40549,999,3470,0,-.171E-5,0
THOR 7,2015-022A,2024-09-23T13:13:17.264928,1.00271982,.000267,0.0186,126.4015,64.3749,9.7679,0,U,40613,999,3448,0,-.2E-6,0
TURKMENALEM52E/MONACOSAT,2015-023A,2024-09-23T12:53:17.219904,1.00270715,.0002589,0.0183,143.3043,52.6872,52.2076,0,U,40617,999,3451,0,.92E-6,0
DIRECTV 15,2015-026A,2024-09-22T22:01:42.956256,1.00271988,.0000222,0.0307,99.9108,59.4452,70.4924,0,U,40663,999,3413,0,-.113E-5,0
SKY MEXICO-1,2015-026B,2024-09-23T13:58:58.113984,1.00271411,.0002198,0.0436,337.2604,217.0563,299.5811,0,U,40664,999,3412,0,-.246E-5,0
METEOSAT-11 (MSG-4),2015-034A,2024-09-23T14:24:14.419296,1.00275522,.0001375,1.6204,70.7127,179.1139,338.4762,0,U,40732,999,89,0,.51E-6,0
STAR ONE C4,2015-034B,2024-09-22T22:34:46.528320,1.00271568,.0000989,0.0490,45.3818,151.2851,74.3119,0,U,40733,999,3368,0,-.276E-5,0
WGS F7 (USA 263),2015-036A,2024-09-23T13:46:14.205792,1.00270660,.0000078,0.0051,180.0948,128.8443,75.5531,0,U,40746,999,3353,0,.5E-7,0
INTELSAT 34 (IS-34),2015-039A,2024-09-22T22:38:54.240576,1.00270662,.0000699,0.0173,219.2843,152.0481,275.1887,0,U,40874,999,3328,0,-.296E-5,0
EUTELSAT 8 WEST B,2015-039B,2024-09-23T09:25:42.766176,1.00270808,.0003448,0.0669,357.9179,187.6308,310.6418,0,U,40875,999,3331,0,-.77E-6,0
GSAT-6,2015-041A,2024-09-22T23:18:18.777024,1.00271252,.0003009,0.2755,92.6124,96.7257,245.0288,0,U,40880,999,3325,0,-.171E-5,0
INMARSAT 5-F3,2015-042A,2024-09-22T20:20:09.573792,1.00271051,.0000105,0.0133,121.9149,88.4848,276.3905,0,U,40882,999,3322,0,.39E-6,0
MUOS-4,2015-044A,2024-09-23T12:59:55.061664,1.00271924,.0051692,3.2437,34.2690,0.5028,238.1045,0,U,40887,999,3322,0,-.104E-5,0
TJS-1,2015-046A,2024-09-23T06:31:02.940384,1.00271114,.000378,0.0556,285.0132,66.1322,264.2096,0,U,40892,999,3322,0,-.168E-5,0
EXPRESS-AM8,2015-048A,2024-09-23T09:08:41.082720,1.00270999,.000011,0.0243,254.1101,181.6955,50.0905,0,U,40895,999,3301,0,-.123E-5,0
BEIDOU-3S IGSO-2S,2015-053A,2024-09-23T11:22:42.539808,1.00283843,.0053247,50.2077,266.2516,189.8706,173.3645,0,U,40938,999,3302,0,-.116E-5,0
SKY MUSTER 1 (NBN1A),2015-054A,2024-09-23T13:18:41.030784,1.00271715,.0001769,0.0144,235.2899,309.3756,158.1452,0,U,40940,999,3292,0,-.291E-5,0
ARSAT 2,2015-054B,2024-09-23T12:15:22.760640,1.00272654,.0001923,0.0292,309.3193,231.5804,284.7975,0,U,40941,999,3298,0,-.237E-5,0
MORELOS 3,2015-056A,2024-09-23T13:49:12.608832,1.00272592,.0003389,2.9932,355.2445,182.8651,279.0025,0,U,40946,999,3295,0,-.55E-6,0
APSTAR-9,2015-059A,2024-09-23T13:19:11.057376,1.00270184,.0002594,0.0315,284.1388,253.9939,166.5613,0,U,40982,999,3278,0,-.278E-5,0
