OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-1090,2020-001BG,2024-09-23T03:03:15.605280,15.06420913,.0001142,53.0532,177.3825,79.0589,281.0528,0,U,44968,999,26014,.11555E-2,.16981E-3,0
STARLINK-1092,2020-001BH,2024-09-23T04:28:11.044416,15.06429847,.0001392,53.0531,177.1206,78.7976,281.3170,0,U,44969,999,26014,.197E-2,.29207E-3,0
STARLINK-1093,2020-001BJ,2024-09-23T03:56:19.840128,15.06440138,.0001532,53.0553,177.2171,89.1670,270.9495,0,U,44970,999,26013,.17735E-2,.26262E-3,0
STARLINK-1107,2020-001BL,2024-09-23T11:30:05.846976,15.10987725,.0003824,53.0495,174.5313,113.3470,246.7924,0,U,44972,999,26021,.26423E-2,.44609E-3,0
STARLINK-1115,2020-001BM,2024-09-23T03:48:41.590080,15.18969558,.0003507,53.0561,171.4596,138.1650,221.9613,0,U,44973,999,26022,.76611E-3,.15933E-3,0
STARLINK-1132,2020-006A,2024-09-23T08:27:02.391264,15.06407654,.0001498,53.0517,136.3752,89.3658,270.7503,0,U,45044,999,25650,.14646E-3,.1901E-4,0
STARLINK-1131,2020-006D,2024-09-23T09:28:10.352064,15.06420676,.0001358,53.0538,156.7260,83.6193,276.4951,0,U,45047,999,25622,.64402E-3,.9329E-4,0
STARLINK-1134,2020-006E,2024-09-23T09:59:56.533920,15.06406690,.0001916,53.0527,156.0801,95.9100,264.2107,0,U,45048,999,25623,.63136E-3,.9137E-4,0
STARLINK-1135,2020-006F,2024-09-23T16:00:00.999936,15.58514071,.0002936,53.0823,47.2779,259.5777,48.2335,0,U,45049,999,562,.15055E-2,.118373E-2,0
STARLINK-1148,2020-006J,2024-09-23T09:55:34.281408,15.19721035,.0004966,53.0529,148.9121,132.4765,227.6650,0,U,45052,999,25633,.13714E-2,.29473E-3,0
STARLINK-1156,2020-006L,2024-09-23T10:21:09.797760,15.06415643,.00014,53.0528,156.0176,92.5417,267.5732,0,U,45054,999,25623,.12146E-2,.17864E-3,0
STARLINK-1159,2020-006P,2024-09-22T23:33:36.495360,15.06419490,.0001424,53.0539,158.0387,95.5091,264.6060,0,U,45057,999,25617,.34527E-3,.4868E-4,0
STARLINK-1162,2020-006Q,2024-09-22T23:22:59.741184,15.06420108,.0001529,53.0524,158.0673,79.8426,280.2736,0,U,45058,999,25617,.14488E-2,.21376E-3,0
STARLINK-1166,2020-006S,2024-09-23T09:22:45.924384,15.06407434,.0001494,53.0527,156.2015,64.1970,295.9173,0,U,45060,999,25623,.68083E-3,.9876E-4,0
STARLINK-1169,2020-006T,2024-09-23T09:33:23.875200,15.06396404,.0001776,53.0508,156.1677,91.9422,268.1770,0,U,45061,999,25623,.67941E-3,.9852E-4,0
STARLINK-1171,2020-006U,2024-09-22T23:38:55.205088,15.06429039,.0001493,53.0524,158.0208,79.4594,280.6563,0,U,45062,999,25617,.12777E-2,.18816E-3,0
STARLINK-1133,2020-006W,2024-09-23T01:33:01.966176,15.06403164,.0002722,53.0507,137.6632,103.0760,257.0533,0,U,45064,999,25646,.2306E-3,.3155E-4,0
STARLINK-1139,2020-006X,2024-09-23T16:00:00.999936,15.64600196,.000711,53.0470,65.6074,161.0534,80.8617,0,U,45065,999,543,.12959E-2,.129229E-2,0
STARLINK-1145,2020-006Y,2024-09-23T08:58:53.799456,15.06408360,.000162,53.0515,136.2715,85.9515,274.1659,0,U,45066,999,25650,.79535E-3,.11588E-3,0
STARLINK-1150,2020-006Z,2024-09-23T01:22:25.108320,15.06424835,.0001448,53.0538,137.6976,103.2313,256.8838,0,U,45067,999,25646,.7646E-3,.11133E-3,0
STARLINK-1161,2020-006AA,2024-09-22T23:52:35.073696,15.13538271,.0004775,53.0500,136.0721,135.2982,224.8396,0,U,45068,999,25647,.17968E-2,.32429E-3,0
STARLINK-1167,2020-006AD,2024-09-23T08:32:21.473376,15.06408326,.0001503,53.0518,136.3620,96.9097,263.2063,0,U,45071,999,25650,.21621E-3,.2941E-4,0
STARLINK-1168,2020-006AE,2024-09-23T14:59:49.216416,15.06407492,.0001545,53.0507,135.1515,87.5883,272.5283,0,U,45072,999,25654,.44362E-3,.6334E-4,0
STARLINK-1170,2020-006AF,2024-09-22T22:06:02.093184,15.06424642,.000171,53.0511,138.3099,108.2785,251.8390,0,U,45073,999,25643,.80171E-3,.11688E-3,0
STARLINK-1172,2020-006AG,2024-09-23T08:53:35.380896,15.06409619,.0001631,53.0504,136.2924,77.5029,282.6142,0,U,45074,999,25650,.10138E-2,.14855E-3,0
STARLINK-1174,2020-006AH,2024-09-23T08:05:48.145920,15.06405131,.0001328,53.0530,136.4381,87.4721,272.6419,0,U,45075,999,25650,.28617E-3,.3984E-4,0
STARLINK-1177,2020-006AL,2024-09-23T08:42:58.609440,15.06395148,.0001612,53.0540,136.3255,77.1455,282.9714,0,U,45078,999,25649,.31403E-3,.4398E-4,0
STARLINK-1153,2020-006AN,2024-09-23T08:21:44.043552,15.06394524,.0001469,53.0507,136.3912,80.0425,280.0729,0,U,45080,999,25650,.21289E-3,.289E-4,0
STARLINK-1151,2020-006AP,2024-09-23T08:00:30.961152,15.06416953,.000089,53.0488,136.5347,79.6703,280.4386,0,U,45081,999,25650,.60394E-3,.873E-4,0
STARLINK-1190,2020-006AR,2024-09-23T09:54:37.646208,15.06411454,.0002005,53.0508,156.1010,79.8642,280.2573,0,U,45083,999,25623,.97881E-3,.14332E-3,0
STARLINK-1173,2020-006AS,2024-09-22T23:54:50.656032,15.06406859,.0001321,53.0524,117.9707,104.5723,255.5413,0,U,45084,999,25673,.38115E-3,.5401E-4,0
STARLINK-1179,2020-006AT,2024-09-23T07:47:14.078400,15.06406713,.0001568,53.0516,116.4993,87.7253,272.3915,0,U,45085,999,25678,.28082E-3,.3904E-4,0
STARLINK-1185,2020-006AV,2024-09-23T07:25:59.260224,15.06421956,.000139,53.0576,116.5610,92.3131,267.8017,0,U,45087,999,25678,.53677E-3,.7727E-4,0
STARLINK-1183,2020-006AW,2024-09-23T14:20:00.894912,15.06403391,.0001196,53.0519,115.2736,87.9959,272.1167,0,U,45088,999,25682,.29928E-3,.418E-4,0
STARLINK-1136,2020-006AX,2024-09-23T14:30:37.202400,15.06399485,.0001455,53.0538,115.3271,106.7154,253.3995,0,U,45089,999,25683,.17229E-4,-.25E-6,0
STARLINK-1176,2020-006AY,2024-09-22T23:37:33.856032,15.06401822,.0001554,53.0495,118.0142,102.0791,258.0372,0,U,45090,999,25673,.91868E-4,.1087E-4,0
STARLINK-1137,2020-006BA,2024-09-23T06:59:28.102272,15.06402254,.0001363,53.0521,116.6469,87.9286,272.1859,0,U,45092,999,25677,.32387E-3,.4546E-4,0
STARLINK-1142,2020-006BB,2024-09-23T07:17:27.132000,15.09698689,.0002072,53.0501,116.0632,189.7367,170.3583,0,U,45093,999,25678,.13787E-2,.22248E-3,0
STARLINK-1146,2020-006BC,2024-09-23T07:14:01.503456,15.06406714,.000114,53.0492,116.5900,87.4809,272.6310,0,U,45094,999,25678,.55949E-3,.8063E-4,0
STARLINK-1147,2020-006BD,2024-09-23T15:02:34.071072,15.06400059,.0001649,53.0568,115.7199,94.9084,265.2094,0,U,45095,999,25682,.74626E-4,.83E-5,0
STARLINK-1152,2020-006BE,2024-09-23T07:10:04.334592,15.06407018,.0001225,53.0493,116.6117,85.8554,274.2575,0,U,45096,999,25677,.2749E-3,.3816E-4,0
STARLINK-1184,2020-006BG,2024-09-23T14:41:13.936704,15.06401546,.0001962,53.0502,115.2061,87.3862,272.7352,0,U,45098,999,25682,.93575E-4,.1112E-4,0
STARLINK-1186,2020-006BH,2024-09-23T07:31:18.914304,15.06401896,.000133,53.0514,116.5472,89.1734,270.9407,0,U,45099,999,25678,.11839E-3,.1482E-4,0
STARLINK-1193,2020-006BJ,2024-09-23T13:00:23.347296,15.06405826,.0002172,53.0517,115.5219,83.1594,276.9641,0,U,45100,999,25681,.33486E-3,.471E-4,0
STARLINK-1138,2020-012A,2024-09-23T07:31:19.291872,15.06409467,.0001475,53.0534,276.5482,80.6833,279.4323,0,U,45178,999,25453,.14776E-3,.1921E-4,0
STARLINK-1143,2020-012B,2024-09-23T10:10:37.844832,15.06406755,.0001298,53.0527,276.4759,94.3591,265.7547,0,U,45179,999,25460,.28594E-3,.3981E-4,0
STARLINK-1200,2020-012D,2024-09-23T07:15:24.438816,15.06408415,.0001438,53.0532,276.6013,104.4324,255.6825,0,U,45181,999,25459,.3749E-3,.5308E-4,0
STARLINK-1201,2020-012E,2024-09-23T09:20:07.510848,15.06393361,.0001427,53.0534,256.2114,90.7844,269.3308,0,U,45182,999,25473,.98439E-4,.1185E-4,0
STARLINK-1202,2020-012F,2024-09-23T09:44:00.790080,15.06410333,.0001457,53.0542,276.1348,88.5509,271.5647,0,U,45183,999,25461,.15692E-3,.2057E-4,0
STARLINK-1205,2020-012G,2024-09-23T09:30:44.620128,15.06390538,.0001476,53.0546,256.1766,98.4572,261.6585,0,U,45184,999,25392,-.39953E-4,-.876E-5,0
STARLINK-1216,2020-012H,2024-09-23T09:33:23.383584,15.06398294,.0001342,53.0543,276.1699,92.9140,267.2002,0,U,45185,999,25455,.14024E-4,-.73E-6,0
STARLINK-1224,2020-012J,2024-09-23T08:19:05.365632,15.06403396,.0001385,53.0538,276.3996,90.2334,269.8814,0,U,45186,999,25454,.29377E-3,.4097E-4,0
STARLINK-1225,2020-012K,2024-09-23T09:59:56.143392,15.06407132,.0001401,53.0536,276.0854,90.1972,269.9178,0,U,45187,999,25460,.35092E-3,.495E-4,0
STARLINK-1228,2020-012L,2024-09-23T14:45:07.813728,15.06408147,.0001539,53.0546,234.8782,84.6676,275.4488,0,U,45188,999,25515,.2067E-3,.2799E-4,0
STARLINK-1230,2020-012M,2024-09-23T08:29:42.942336,15.06410179,.000139,53.0535,276.3662,95.8044,264.3104,0,U,45189,999,25182,.4102E-3,.5835E-4,0
STARLINK-1234,2020-012N,2024-09-23T07:20:42.844416,15.06401546,.0001306,53.0540,236.5796,90.3992,269.7146,0,U,45190,999,25505,.21798E-3,.2967E-4,0
STARLINK-1236,2020-012P,2024-09-23T07:04:47.237088,15.06404287,.0001307,53.0532,276.6303,97.5266,262.5872,0,U,45191,999,25180,.29726E-3,.4149E-4,0
STARLINK-1237,2020-012Q,2024-09-23T09:38:43.983744,15.06393697,.0001496,53.0541,276.1532,93.3336,266.7824,0,U,45192,999,25461,.25017E-3,.3446E-4,0
STARLINK-1240,2020-012S,2024-09-23T09:28:05.571552,15.06408459,.0001362,53.0535,276.1863,91.9118,268.2027,0,U,45194,999,25450,.31293E-3,.4384E-4,0
STARLINK-1244,2020-012U,2024-09-23T07:26:00.963168,15.06407648,.0001489,53.0531,276.5654,94.1343,265.9816,0,U,45196,999,25464,.2371E-3,.3253E-4,0
STARLINK-1269,2020-012V,2024-09-23T07:10:04.991232,15.06406575,.0001521,53.0533,276.6128,92.6931,267.4232,0,U,45197,999,25456,.18426E-3,.2465E-4,0
STARLINK-1154,2020-012W,2024-09-23T06:56:49.412256,15.06395081,.0001389,53.0544,256.6556,92.7613,267.3535,0,U,45198,999,25481,.86106E-4,.1001E-4,0
STARLINK-1199,2020-012Z,2024-09-23T08:48:16.706592,15.06406704,.0001495,53.0529,256.3087,85.5683,274.5477,0,U,45201,999,25488,.1639E-3,.2161E-4,0
STARLINK-1206,2020-012AC,2024-09-23T09:25:26.196384,15.06401156,.000141,53.0528,256.1931,87.9778,272.1373,0,U,45204,999,25490,.10764E-3,.1322E-4,0
STARLINK-1208,2020-012AD,2024-09-23T08:21:45.042336,15.06411921,.0001483,53.0536,256.3894,88.6523,271.4635,0,U,45205,999,25490,.42783E-3,.6099E-4,0
STARLINK-1209,2020-012AE,2024-09-23T05:50:28.639392,15.06401374,.0001441,53.0544,236.8628,92.3689,267.7465,0,U,45206,999,25419,.2022E-3,.2732E-4,0
STARLINK-1210,2020-012AF,2024-09-23T08:19:52.891680,15.08380643,.0003281,53.0542,256.1562,69.5065,290.6276,0,U,45207,999,25488,.20462E-2,.32024E-3,0
STARLINK-1219,2020-012AJ,2024-09-23T08:58:53.800320,15.06405516,.0001465,53.0542,256.2741,92.2132,267.9024,0,U,45210,999,25477,.23253E-3,.3184E-4,0
STARLINK-1231,2020-012AL,2024-09-23T06:35:35.452032,15.06403038,.0001451,53.0537,256.7230,92.4316,267.6839,0,U,45212,999,25482,.23378E-3,.3203E-4,0
STARLINK-1271,2020-012AR,2024-09-23T08:27:03.409056,15.06401504,.000142,53.0548,256.3737,92.1476,267.9675,0,U,45217,999,25488,.14381E-3,.1861E-4,0
STARLINK-1187,2020-012AT,2024-09-23T14:46:32.720736,15.06405181,.0001472,53.0554,235.1992,98.4675,261.6480,0,U,45219,999,25521,.1171E-3,.1463E-4,0
STARLINK-1189,2020-012AV,2024-09-23T14:51:52.024896,15.06400952,.0001613,53.0543,235.1788,97.1767,262.9406,0,U,45221,999,25520,.12181E-3,.1533E-4,0
STARLINK-1191,2020-012AW,2024-09-23T07:04:46.544160,15.06406796,.0001432,53.0535,236.6305,95.6378,264.4774,0,U,45222,999,25515,.11963E-3,.1501E-4,0
STARLINK-1212,2020-012AX,2024-09-23T07:31:26.492448,15.06399845,.0001381,53.0540,237.2010,88.6973,271.4175,0,U,45223,999,25515,.14497E-3,.1878E-4,0
STARLINK-1215,2020-012AZ,2024-09-23T08:03:10.285344,15.06402694,.0001372,53.0527,236.4499,91.3116,268.8030,0,U,45225,999,25511,.20421E-3,.2762E-4,0
STARLINK-1217,2020-012BA,2024-09-23T14:35:56.064192,15.06404966,.0001476,53.0538,235.2249,93.3914,266.7244,0,U,45226,999,25511,.22374E-3,.3053E-4,0
STARLINK-1221,2020-012BB,2024-09-23T14:16:56.161344,15.16869260,.0004907,53.0560,231.4296,88.1887,271.9668,0,U,45227,999,25517,.26788E-2,.53472E-3,0
STARLINK-1222,2020-012BC,2024-09-23T07:15:24.443136,15.06396863,.0001289,53.0539,236.5969,91.1995,268.9142,0,U,45228,999,25504,.15851E-3,.208E-4,0
STARLINK-1226,2020-012BD,2024-09-23T07:57:51.440832,15.06398884,.0001321,53.0536,236.4664,94.1660,265.9480,0,U,45229,999,25505,.1335E-3,.1708E-4,0
STARLINK-1227,2020-012BE,2024-09-23T04:41:28.626144,15.06396283,.0001426,53.0530,237.0806,89.1179,270.9973,0,U,45230,999,25515,.96878E-4,.1162E-4,0
STARLINK-1235,2020-012BG,2024-09-23T06:11:03.496704,15.33886492,.0012414,53.0661,206.8451,59.2037,301.0184,0,U,45232,999,25558,.33189E-2,.111849E-2,0
STARLINK-1238,2020-012BH,2024-09-23T06:02:23.077536,15.06399144,.0001429,53.0521,256.8157,93.3363,266.7790,0,U,45233,999,25485,.18423E-3,.2464E-4,0
