OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-1593,2020-057C,2024-09-23T11:31:32.297088,15.06419258,.0001458,53.0534,186.1454,80.9848,279.1306,0,U,46119,999,22710,.81382E-3,.11867E-3,0
STARLINK-1601,2020-057D,2024-09-23T04:00:19.045440,15.06430464,.0001171,53.0520,187.2067,81.0786,279.0335,0,U,46120,999,22708,.18023E-2,.26688E-3,0
STARLINK-1602,2020-057E,2024-09-23T03:15:12.185280,15.06450822,.0001346,53.0529,167.3442,94.3103,265.8040,0,U,46121,999,22607,.15219E-2,.22491E-3,0
STARLINK-1604,2020-057F,2024-09-22T22:41:52.571040,15.06416498,.0001428,53.0523,148.1988,88.0182,272.0970,0,U,46122,999,22699,.13453E-2,.19822E-3,0
STARLINK-1605,2020-057G,2024-09-23T09:29:25.065600,15.06408470,.0001816,53.0519,146.1797,90.1659,269.9538,0,U,46123,999,22767,.93439E-3,.13667E-3,0
STARLINK-1614,2020-057H,2024-09-23T09:40:02.457408,15.06406164,.0002437,53.0493,146.1445,94.5446,265.5822,0,U,46124,999,22640,.76192E-3,.11087E-3,0
STARLINK-1618,2020-057J,2024-09-23T04:26:51.513216,15.06436743,.0001323,53.0526,187.1215,87.2291,272.8849,0,U,46125,999,22706,.21129E-2,.31362E-3,0
STARLINK-1619,2020-057K,2024-09-23T11:16:22.616544,15.25570882,.0002247,53.0555,168.9019,105.3978,254.7268,0,U,46126,999,22609,.12918E-2,.33031E-3,0
STARLINK-1621,2020-057L,2024-09-23T09:58:35.898528,15.06411873,.0002187,53.0531,166.0860,70.1658,289.9566,0,U,46127,999,22611,.93618E-3,.13695E-3,0
STARLINK-1622,2020-057M,2024-09-23T01:05:10.427712,15.06412771,.0001334,53.0512,147.7515,76.6766,283.4371,0,U,46128,999,22634,.10553E-2,.15477E-3,0
STARLINK-1623,2020-057N,2024-09-23T02:03:33.494976,15.06425249,.0001361,53.0528,147.5712,92.3828,267.7317,0,U,46129,999,22635,.12589E-2,.18532E-3,0
STARLINK-1624,2020-057P,2024-09-22T23:40:15.356640,15.06425740,.0001245,53.0518,148.0177,94.8209,265.2922,0,U,46130,999,22758,.1305E-2,.19223E-3,0
STARLINK-1625,2020-057Q,2024-09-23T11:07:36.373152,15.06422388,.0001541,53.0527,165.8731,93.2557,266.8608,0,U,46131,999,22738,.13901E-2,.20497E-3,0
STARLINK-1630,2020-057R,2024-09-23T12:03:19.525248,15.06414014,.0001449,53.0530,185.6922,127.9451,232.1670,0,U,46132,999,22711,.93635E-3,.13698E-3,0
STARLINK-1637,2020-057S,2024-09-23T15:14:25.025568,15.06403281,.0001943,53.0514,145.1037,91.0621,269.0590,0,U,46133,999,22768,.41923E-3,.5969E-4,0
STARLINK-1639,2020-057U,2024-09-23T09:18:47.552832,15.06391574,.0001044,53.0512,146.2106,89.4443,270.6666,0,U,46135,999,22639,.36159E-3,.5107E-4,0
STARLINK-1643,2020-057V,2024-09-23T10:34:25.599648,15.06425110,.0001358,53.0515,176.0165,68.5335,291.5799,0,U,46136,999,22598,.14695E-2,.21689E-3,0
STARLINK-1586,2020-057W,2024-09-23T10:56:58.894944,15.06414247,.0001853,53.0528,165.9055,88.9577,271.1624,0,U,46137,999,22612,.21418E-2,.31777E-3,0
STARLINK-1590,2020-057X,2024-09-23T10:39:27.522720,15.26273895,.0004454,53.0586,169.1403,41.9531,318.1807,0,U,46138,999,22608,.14493E-2,.3793E-3,0
STARLINK-1594,2020-057Z,2024-09-23T01:58:14.926080,15.06433662,.0001596,53.0526,147.5866,82.7186,277.3984,0,U,46140,999,22761,.13773E-2,.20312E-3,0
STARLINK-1596,2020-057AA,2024-09-23T09:24:06.515712,15.06402923,.000259,53.0517,146.1974,80.0999,280.0282,0,U,46141,999,22639,-.2421E-3,-.3887E-4,0
STARLINK-1597,2020-057AB,2024-09-23T11:26:09.562848,15.06422537,.0000721,53.0531,185.8135,54.8173,305.2884,0,U,46142,999,22584,.70802E-3,.10287E-3,0
STARLINK-1606,2020-057AD,2024-09-23T10:35:46.133088,15.06406595,.0000805,53.0526,165.9723,104.8668,255.2410,0,U,46144,999,21437,.78629E-3,.11452E-3,0
STARLINK-1608,2020-057AF,2024-09-23T11:42:07.083936,15.06405457,.0002334,53.0523,185.7644,93.2346,266.8910,0,U,46146,999,22585,.1378E-2,.20307E-3,0
STARLINK-1611,2020-057AG,2024-09-23T11:15:33.522336,15.06402103,.0002198,53.0532,185.8484,88.2877,271.8364,0,U,46147,999,22710,.17268E-2,.25535E-3,0
STARLINK-1616,2020-057AH,2024-09-23T11:23:31.272864,15.06416622,.0001456,53.0529,165.8232,69.7243,290.3902,0,U,46148,999,22612,.1533E-2,.22636E-3,0
STARLINK-1629,2020-057AK,2024-09-23T11:36:47.028096,15.06410893,.0001765,53.0519,185.7784,81.5529,278.5660,0,U,46150,999,22585,.79481E-3,.1158E-3,0
STARLINK-1631,2020-057AL,2024-09-23T11:02:17.636640,15.06412501,.0001757,53.0530,165.8872,92.0291,268.0899,0,U,46151,999,22612,.14513E-2,.21409E-3,0
STARLINK-1636,2020-057AN,2024-09-23T01:55:35.321088,15.06426279,.0001813,53.0532,167.5977,80.7404,279.3790,0,U,46153,999,22606,.18172E-2,.26909E-3,0
STARLINK-1642,2020-057AP,2024-09-23T11:43:25.201632,15.06425135,.0001388,53.0523,175.7595,106.9394,253.1747,0,U,46154,999,22599,.2113E-2,.31354E-3,0
STARLINK-1667,2020-057AQ,2024-09-23T09:08:10.877280,15.06416909,.0001595,53.0504,146.2455,74.5793,285.5372,0,U,46155,999,22763,.10803E-2,.15853E-3,0
STARLINK-1545,2020-057AR,2024-09-23T10:30:26.930880,15.06410979,.0001274,53.0515,165.9896,99.5843,260.5289,0,U,46156,999,22737,.3251E-3,.4566E-4,0
STARLINK-1587,2020-057AS,2024-09-23T08:36:20.015136,15.06413232,.0002741,53.0521,146.3412,54.3483,305.7761,0,U,46157,999,22639,.10627E-2,.15589E-3,0
STARLINK-1595,2020-057AU,2024-09-23T04:42:46.057824,15.06450329,.0001378,53.0539,187.0722,90.4669,269.6478,0,U,46159,999,22706,.17654E-2,.26148E-3,0
STARLINK-1598,2020-057AV,2024-09-23T10:51:40.384800,15.06405589,.0001383,53.0519,165.9212,82.0122,278.1024,0,U,46160,999,22737,.21667E-2,.32144E-3,0
STARLINK-1600,2020-057AW,2024-09-23T10:19:49.531296,15.06409283,.0001488,53.0512,166.0262,90.5845,269.5314,0,U,46161,999,22737,.18612E-3,.2492E-4,0
STARLINK-1603,2020-057AX,2024-09-23T10:09:40.649760,15.16658628,.0001288,53.0521,164.5505,126.2117,233.8996,0,U,46162,999,22740,.76498E-2,.154481E-2,0
STARLINK-1610,2020-057AY,2024-09-23T08:46:56.248320,15.06419137,.0000717,53.0511,146.3122,54.8125,305.2931,0,U,46163,999,22639,.53644E-3,.7722E-4,0
STARLINK-1612,2020-057AZ,2024-09-23T15:03:47.970720,15.06401940,.0001415,53.0529,145.1376,92.0082,268.1069,0,U,46164,999,22769,.13382E-2,.19708E-3,0
STARLINK-1626,2020-057BC,2024-09-23T11:52:42.319200,15.06410662,.0002491,53.0530,185.7302,79.7063,280.4207,0,U,46167,999,22585,.20375E-2,.30207E-3,0
STARLINK-1627,2020-057BD,2024-09-23T08:11:08.194848,15.06410087,.0001803,53.0525,136.5074,81.9871,278.1323,0,U,46168,999,22652,.31985E-3,.4487E-4,0
STARLINK-1628,2020-057BE,2024-09-23T12:14:01.951584,15.06404154,.0002217,53.0522,186.0499,92.8132,267.3111,0,U,46169,999,22579,.1748E-2,.25854E-3,0
STARLINK-1633,2020-057BG,2024-09-23T00:09:26.693280,15.06436449,.0001352,53.0531,167.9236,101.5208,258.5933,0,U,46171,999,22731,.17636E-2,.26111E-3,0
STARLINK-1635,2020-057BH,2024-09-23T10:03:54.922752,15.06407161,.0000837,53.0522,166.0727,106.8144,253.2937,0,U,46172,999,22737,.10692E-2,.15683E-3,0
STARLINK-1640,2020-057BJ,2024-09-23T04:48:04.432320,15.06444074,.0001338,53.0533,187.0586,90.7208,269.3934,0,U,46173,999,22646,.21269E-2,.31579E-3,0
STARLINK-1641,2020-057BK,2024-09-23T11:20:51.050112,15.06436888,.0001111,53.0520,185.8329,85.0010,275.1106,0,U,46174,999,22584,.11491E-2,.16893E-3,0
STARLINK-1734,2020-062A,2024-09-23T13:12:59.616000,15.06399576,.0002097,53.0538,200.4806,93.4299,266.6930,0,U,46325,999,22532,-.58184E-4,-.1148E-4,0
STARLINK-1654,2020-062B,2024-09-23T08:23:07.327104,15.06402713,.0001388,53.0528,246.6271,98.1085,262.0062,0,U,46326,999,22407,.30716E-3,.4297E-4,0
STARLINK-1673,2020-062C,2024-09-23T07:26:54.910464,15.16889362,.0005722,53.0560,243.1422,72.5135,287.6484,0,U,46327,999,22411,.22389E-2,.44614E-3,0
STARLINK-1686,2020-062D,2024-09-23T14:47:53.257632,15.06417620,.0001376,53.0535,225.1872,91.3529,268.7618,0,U,46328,999,22439,.58705E-3,.8477E-4,0
STARLINK-1695,2020-062E,2024-09-23T14:00:06.321600,15.06411911,.0001648,53.0537,225.3355,89.4944,270.6234,0,U,46329,999,22438,.32919E-3,.4627E-4,0
STARLINK-1710,2020-062F,2024-09-23T07:22:02.281440,15.06397724,.0001569,53.0539,226.5757,91.0471,269.0698,0,U,46330,999,22435,.1136E-3,.1411E-4,0
STARLINK-1719,2020-062G,2024-09-23T08:12:27.438336,15.06422214,.0001351,53.0523,246.4202,101.1143,258.9997,0,U,46331,999,22407,.76451E-3,.11131E-3,0
STARLINK-1721,2020-062H,2024-09-23T14:00:01.999872,15.79506154,.0008286,53.0195,150.5459,123.5780,294.7558,0,U,46332,999,22562,.25094E-2,.492871E-2,0
STARLINK-1723,2020-062J,2024-09-23T08:49:37.060320,15.06400115,.0001233,53.0526,246.3061,79.6553,280.4575,0,U,46333,999,22407,.7143E-4,.783E-5,0
STARLINK-1725,2020-062K,2024-09-23T04:05:42.298944,15.06398900,.0001491,53.0526,227.4695,94.8526,265.2634,0,U,46334,999,22432,.10888E-3,.1341E-4,0
STARLINK-1727,2020-062L,2024-09-23T07:56:32.624160,15.06411696,.0001418,53.0539,246.4685,90.6123,269.5029,0,U,46335,999,22407,.56656E-3,.817E-4,0
STARLINK-1738,2020-062M,2024-09-23T14:05:25.096992,15.06412031,.0001758,53.0557,225.3192,96.5227,263.5962,0,U,46336,999,22438,.26165E-3,.3619E-4,0
STARLINK-1750,2020-062N,2024-09-23T14:26:39.240384,15.06409875,.0001278,53.0544,225.2542,86.7051,273.4084,0,U,46337,999,22439,.33804E-3,.4759E-4,0
STARLINK-1752,2020-062P,2024-09-23T09:16:09.235200,15.06397971,.0001532,53.0537,246.2204,97.2871,262.8292,0,U,46338,999,22407,.13769E-3,.177E-4,0
STARLINK-1759,2020-062R,2024-09-23T07:45:59.013216,15.06394090,.0001448,53.0547,246.8204,99.8178,260.2975,0,U,46340,999,22405,.12451E-3,.1573E-4,0
STARLINK-1760,2020-062S,2024-09-23T04:00:20.963520,15.06409815,.0001343,53.0535,227.2020,99.9019,260.2122,0,U,46341,999,22433,.36496E-3,.516E-4,0
STARLINK-1762,2020-062T,2024-09-23T08:17:46.726080,15.06407866,.0001452,53.0528,246.4027,92.4066,267.7089,0,U,46342,999,22407,.4817E-3,.6902E-4,0
STARLINK-1764,2020-062U,2024-09-23T14:31:57.191520,15.06406092,.0001267,53.0540,225.2335,96.1905,263.9228,0,U,46343,999,22439,.16212E-3,.2135E-4,0
STARLINK-1765,2020-062V,2024-09-23T03:49:44.099616,15.06394474,.0001505,53.0525,227.2377,97.6185,262.4974,0,U,46344,999,22432,.22669E-3,.3096E-4,0
STARLINK-1767,2020-062W,2024-09-23T08:38:59.821440,15.06411248,.0001524,53.0521,246.3386,89.2411,270.8752,0,U,46345,999,22407,.39908E-3,.5669E-4,0
STARLINK-1547,2020-062Y,2024-09-23T12:25:12.759456,15.06411344,.0001735,53.0536,200.6291,91.2299,268.8888,0,U,46347,999,22490,.71297E-3,.10357E-3,0
STARLINK-1553,2020-062Z,2024-09-23T03:51:32.846976,15.06836648,.0001791,53.0535,227.2074,89.3280,270.7914,0,U,46348,999,22432,.10334E-2,.15327E-3,0
STARLINK-1575,2020-062AA,2024-09-23T13:23:36.664800,15.06399592,.0001328,53.0532,200.4505,92.9276,267.1865,0,U,46349,999,22473,.27871E-3,.3872E-4,0
STARLINK-1646,2020-062AC,2024-09-23T14:16:02.164800,15.06407694,.0001512,53.0544,225.2854,91.5235,268.5927,0,U,46351,999,22440,.2678E-3,.371E-4,0
STARLINK-1653,2020-062AD,2024-09-23T13:49:29.513856,15.06413643,.0001447,53.0539,225.3694,91.5912,268.5243,0,U,46352,999,22439,.39208E-3,.5565E-4,0
STARLINK-1656,2020-062AE,2024-09-23T05:49:08.363424,15.06404801,.0001502,53.0531,246.8677,91.8580,268.2580,0,U,46353,999,22405,.93075E-4,.1105E-4,0
STARLINK-1657,2020-062AF,2024-09-23T05:33:13.871520,15.06401286,.0001473,53.0526,246.9180,93.8116,266.3041,0,U,46354,999,22423,.27004E-3,.3743E-4,0
STARLINK-1661,2020-062AG,2024-09-23T08:07:09.565824,15.06409740,.0001542,53.0533,246.4359,90.4306,269.6860,0,U,46355,999,22407,.50907E-3,.7311E-4,0
STARLINK-1665,2020-062AH,2024-09-23T05:17:18.731616,15.06401738,.0001491,53.0523,247.0050,100.7031,259.4126,0,U,46356,999,22405,.18511E-3,.2477E-4,0
STARLINK-1666,2020-062AJ,2024-09-23T14:42:34.436448,15.06405068,.0001387,53.0543,225.2025,96.2251,263.8896,0,U,46357,999,22439,.20272E-3,.274E-4,0
STARLINK-1690,2020-062AK,2024-09-23T14:00:01.999872,15.70854689,.0001851,53.0486,238.7862,120.0819,278.4445,0,U,46358,999,579,.10819E-2,.139221E-2,0
STARLINK-1707,2020-062AL,2024-09-23T02:36:03.054816,15.06418828,.0001271,53.0541,202.4670,99.4050,260.7082,0,U,46359,999,22466,.10761E-2,.15791E-3,0
STARLINK-1713,2020-062AM,2024-09-23T12:41:08.498976,15.06415307,.0001466,53.0519,200.5818,83.4414,276.6742,0,U,46360,999,22491,.1529E-2,.22576E-3,0
STARLINK-1722,2020-062AN,2024-09-23T05:35:09.650112,15.06426144,.0001119,53.0529,201.8959,86.2196,273.8921,0,U,46361,999,22468,.19422E-2,.28787E-3,0
STARLINK-1726,2020-062AP,2024-09-23T13:02:22.574976,15.06410228,.0001041,53.0521,200.5159,101.4235,258.6871,0,U,46362,999,22491,.13907E-2,.20499E-3,0
STARLINK-1739,2020-062AQ,2024-09-23T12:50:24.311040,15.06408374,.0001193,53.0514,200.5429,104.1232,255.9890,0,U,46363,999,22488,.14275E-2,.2105E-3,0
STARLINK-1763,2020-062AR,2024-09-23T11:18:58.977216,15.06410173,.0001595,53.0519,181.3477,114.3636,245.7520,0,U,46364,999,22499,.119E-2,.17493E-3,0
STARLINK-1651,2020-062AT,2024-09-23T05:41:50.036352,15.06431220,.0001444,53.0536,201.8879,93.5305,266.5849,0,U,46366,999,22468,.16884E-2,.24978E-3,0
STARLINK-1670,2020-062AX,2024-09-23T14:14:39.766848,15.06400849,.0001612,53.0544,225.2454,89.3713,270.7461,0,U,46370,999,22439,.24405E-3,.3355E-4,0
STARLINK-1689,2020-062AZ,2024-09-23T07:42:21.707712,15.13481345,.0007522,53.0546,244.9827,62.8491,297.3268,0,U,46372,999,22409,.20936E-2,.37818E-3,0
STARLINK-1711,2020-062BB,2024-09-23T11:32:49.308864,15.06412979,.0001374,53.0522,175.7962,99.8480,260.2665,0,U,46374,999,22507,.16599E-2,.24538E-3,0
STARLINK-1724,2020-062BC,2024-09-23T02:20:08.003904,15.06420729,.0001356,53.0529,202.5149,93.2687,266.8457,0,U,46375,999,22466,.15513E-2,.22914E-3,0
STARLINK-1742,2020-062BD,2024-09-23T12:14:36.731904,15.06406291,.00024,53.0533,200.6631,96.1185,264.0078,0,U,46376,999,22472,.42479E-3,.6052E-4,0
STARLINK-1758,2020-062BH,2024-09-23T14:37:16.191552,15.06411597,.000135,53.0533,225.2178,90.1268,269.9876,0,U,46380,999,22439,.38236E-3,.542E-4,0
STARLINK-1769,2020-062BK,2024-09-23T12:35:50.187552,15.06413816,.0001019,53.0520,200.6007,78.6456,281.4648,0,U,46382,999,22488,.6767E-3,.9816E-4,0
STARLINK-1770,2020-062BL,2024-09-23T07:30:00.041472,15.06398818,.0001529,53.0543,246.5516,96.0830,264.0333,0,U,46383,999,22406,.17044E-3,.2258E-4,0
STARLINK-1771,2020-062BM,2024-09-23T09:10:50.830464,15.06402599,.0001461,53.0539,246.2395,96.5447,263.5708,0,U,46384,999,22407,.22791E-3,.3115E-4,0
STARLINK-1644,2020-070A,2024-09-23T15:33:00.759744,15.06404483,.0001458,53.0547,45.0421,87.7510,272.3646,0,U,46532,999,21931,.24448E-3,.3362E-4,0
STARLINK-1648,2020-070B,2024-09-23T14:13:22.489824,15.06412253,.0001269,53.0544,45.2890,94.5382,265.5752,0,U,46533,999,21930,.3233E-3,.4539E-4,0
STARLINK-1659,2020-070C,2024-09-23T15:22:23.146752,15.06399735,.0001574,53.0540,45.0768,80.2782,279.8385,0,U,46534,999,21931,.39329E-3,.5581E-4,0
STARLINK-1663,2020-070D,2024-09-23T10:19:49.564992,15.06393849,.0001246,53.0551,46.0188,71.3081,288.8043,0,U,46535,999,21927,.62922E-6,-.272E-5,0
STARLINK-1672,2020-070F,2024-09-23T09:21:28.358784,15.06395413,.0001381,53.0551,46.1993,88.5212,271.5935,0,U,46537,999,21927,.6612E-3,.9579E-4,0
STARLINK-1678,2020-070G,2024-09-23T08:49:36.592032,15.06387103,.0001148,53.0548,46.3013,87.1760,272.9361,0,U,46538,999,21926,.22518E-3,.3073E-4,0
STARLINK-1687,2020-070K,2024-09-23T14:42:34.673184,15.06398739,.0001896,53.0555,25.2018,95.2749,264.8457,0,U,46541,999,21958,.14626E-3,.1897E-4,0
STARLINK-1692,2020-070L,2024-09-23T09:58:34.621536,15.06439028,.0001068,53.0531,46.0859,82.7724,277.3386,0,U,46542,999,21927,.86745E-3,.12676E-3,0
STARLINK-1693,2020-070M,2024-09-23T15:24:09.893952,15.13355742,.0001671,53.0554,43.4287,290.4237,69.6576,0,U,46543,999,21933,.31553E-2,.5707E-3,0
STARLINK-1694,2020-070N,2024-09-23T07:55:52.352256,15.06398700,.000151,53.0547,31.4726,99.0802,261.0357,0,U,46544,999,21947,.3425E-3,.4823E-4,0
STARLINK-1696,2020-070P,2024-09-23T02:32:45.504672,15.06401468,.0001094,53.0540,47.4774,86.9630,273.1484,0,U,46545,999,21922,.50938E-3,.7314E-4,0
STARLINK-1697,2020-070Q,2024-09-23T02:11:31.025184,15.06408401,.0001251,53.0571,47.5437,85.9524,274.1608,0,U,46546,999,21922,.22442E-3,.3064E-4,0
STARLINK-1699,2020-070S,2024-09-23T14:00:01.999872,15.79146075,.0010223,53.0419,343.0073,358.4843,223.8022,0,U,46548,999,588,.14551E-2,.274139E-2,0
STARLINK-1700,2020-070T,2024-09-23T10:14:31.517088,15.06390648,.0001469,53.0556,46.0386,93.0263,267.0894,0,U,46549,999,21927,.11694E-3,.146E-4,0
STARLINK-1701,2020-070U,2024-09-23T09:53:17.961216,15.06407201,.0002469,53.0513,46.0967,99.7170,260.4098,0,U,46550,999,21927,.11412E-3,.1419E-4,0
STARLINK-1664,2020-070X,2024-09-23T14:22:39.343872,15.06408271,.0001803,53.0564,15.2778,105.8593,254.2595,0,U,46553,999,21972,.5967E-3,.8619E-4,0
STARLINK-1671,2020-070Y,2024-09-23T13:57:54.196992,15.37450043,.0003564,53.0517,20.4597,342.0862,18.0014,0,U,46554,999,21965,.1214E-2,.45126E-3,0
STARLINK-1676,2020-070AA,2024-09-23T15:27:41.732928,15.06392942,.0001067,53.0553,45.0622,86.1325,273.9786,0,U,46556,999,21931,.31754E-3,.4451E-4,0
STARLINK-1679,2020-070AB,2024-09-23T15:04:18.747264,15.06407567,.0001122,53.0575,29.5033,94.6405,265.4712,0,U,46557,999,21953,.13562E-3,.174E-4,0
STARLINK-1680,2020-070AC,2024-09-23T15:05:48.576480,15.06396487,.0001143,53.0565,30.1287,87.8534,272.2586,0,U,46558,999,21949,.94555E-4,.1127E-4,0
STARLINK-1681,2020-070AD,2024-09-23T11:36:46.343808,15.06401983,.0001299,53.0552,15.7712,88.6097,271.5041,0,U,46559,999,21970,.53596E-3,.7711E-4,0
STARLINK-1709,2020-070AF,2024-09-23T07:54:29.853216,15.06396167,.0001475,53.0509,31.5014,81.4938,278.6218,0,U,46561,999,21947,.18441E-4,-.7E-7,0
STARLINK-1714,2020-070AG,2024-09-23T15:19:48.719712,15.06434217,.0001675,53.0564,25.5540,107.6684,252.4488,0,U,46562,999,21958,.13489E-2,.19886E-3,0
STARLINK-1730,2020-070AH,2024-09-23T12:13:58.555200,15.06402669,.0001549,53.0554,25.6678,90.9433,269.1734,0,U,46563,999,21957,.73997E-3,.10758E-3,0
STARLINK-1733,2020-070AJ,2024-09-23T15:09:07.536672,15.06398653,.0001209,53.0550,25.1978,92.0950,268.0177,0,U,46564,999,21959,.32932E-3,.4627E-4,0
STARLINK-1735,2020-070AK,2024-09-23T14:26:39.487488,15.06408338,.0001998,53.0504,25.2522,88.4624,271.6593,0,U,46565,999,21958,.43423E-3,.6194E-4,0
STARLINK-1740,2020-070AL,2024-09-23T14:05:25.565280,15.06400453,.0001596,53.0519,25.3140,86.6620,273.4552,0,U,46566,999,21958,.36041E-3,.5091E-4,0
STARLINK-1741,2020-070AM,2024-09-23T14:47:53.047680,15.06409297,.0001409,53.0574,25.1844,95.3197,264.7953,0,U,46567,999,21959,.27927E-3,.3882E-4,0
STARLINK-1748,2020-070AQ,2024-09-23T14:00:01.999872,15.75959197,.0009502,53.0120,260.7899,35.1824,162.9256,0,U,46570,999,597,.19171E-2,.314852E-2,0
STARLINK-1531,2020-070AS,2024-09-23T09:41:19.410432,15.06401803,.0001442,53.0514,46.1255,102.1097,258.0053,0,U,46572,999,21927,.20326E-3,.2747E-4,0
STARLINK-1660,2020-070AU,2024-09-23T15:11:06.164736,15.06406086,.0001047,53.0553,30.1069,90.1856,269.9253,0,U,46574,999,21952,.28643E-3,.3988E-4,0
STARLINK-1675,2020-070AV,2024-09-23T13:20:19.435200,15.06410285,.0001731,53.0559,5.4598,98.3706,261.7479,0,U,46575,999,21985,.74913E-3,.10897E-3,0
STARLINK-1677,2020-070AW,2024-09-23T11:49:24.369888,15.06414311,.0001952,53.0536,30.7340,120.8144,239.3038,0,U,46576,999,21950,.31895E-3,.4474E-4,0
STARLINK-1682,2020-070AX,2024-09-23T12:31:50.998656,15.06423787,.0001843,53.0568,30.6127,105.0149,255.1044,0,U,46577,999,21950,.61408E-3,.8883E-4,0
STARLINK-1683,2020-070AY,2024-09-23T13:40:14.071584,15.06411924,.000161,53.0546,15.4424,91.4580,268.6594,0,U,46578,999,21972,.64468E-3,.9337E-4,0
STARLINK-1705,2020-070AZ,2024-09-23T15:21:42.255360,15.06401998,.0001349,53.0550,30.0821,95.2784,264.8359,0,U,46579,999,21952,.26109E-3,.361E-4,0
STARLINK-1708,2020-070BA,2024-09-23T14:49:51.552192,15.06399405,.0001477,53.0521,30.1743,116.7424,243.3716,0,U,46580,999,21952,.12911E-3,.1642E-4,0
STARLINK-1712,2020-070BB,2024-09-23T12:24:33.403392,15.06393812,.0001388,53.0548,25.6299,80.6334,279.4812,0,U,46581,999,21957,.15534E-3,.2033E-4,0
STARLINK-1728,2020-070BC,2024-09-23T15:14:24.857952,15.06406634,.0001348,53.0562,25.1036,86.3844,273.7300,0,U,46582,999,21959,.29262E-3,.4081E-4,0
STARLINK-1729,2020-070BD,2024-09-23T10:03:55.270944,15.06402158,.0001189,53.0513,46.0713,93.3461,266.7664,0,U,46583,999,21927,.30756E-4,.177E-5,0
STARLINK-1732,2020-070BE,2024-09-23T12:12:37.261440,15.06405705,.0001417,53.0559,25.6974,100.4727,259.6422,0,U,46584,999,21957,.7411E-3,.10776E-3,0
STARLINK-1736,2020-070BF,2024-09-23T14:58:32.621088,15.06410071,.0001412,53.0558,25.4975,93.2763,266.8388,0,U,46585,999,21958,.64203E-3,.9297E-4,0
STARLINK-1737,2020-070BG,2024-09-23T12:19:16.123584,15.06396060,.0002154,53.0553,25.6442,86.1651,273.9584,0,U,46586,999,21957,.45599E-3,.6516E-4,0
STARLINK-1746,2020-070BJ,2024-09-23T15:03:46.903680,15.06404196,.0001464,53.0571,25.1383,100.9279,259.1875,0,U,46588,999,21959,.36396E-3,.5144E-4,0
STARLINK-1749,2020-070BK,2024-09-23T14:53:10.463136,15.06401884,.0001247,53.0573,25.1671,90.1767,269.9365,0,U,46589,999,21958,.65212E-4,.69E-5,0
STARLINK-1755,2020-070BM,2024-09-23T14:37:15.597120,15.06399708,.0001245,53.0555,25.2185,103.2041,256.9087,0,U,46591,999,21864,.82082E-4,.941E-5,0
STARLINK-1715,2020-073B,2024-09-23T07:20:44.740896,15.06401991,.0001568,53.0483,116.8197,92.0897,268.0272,0,U,46671,999,21681,.41816E-3,.5953E-4,0
STARLINK-1716,2020-073C,2024-09-22T23:47:32.503488,15.06405495,.000159,53.0539,112.9945,97.2600,262.8570,0,U,46672,999,21684,.24921E-3,.3433E-4,0
STARLINK-1718,2020-073E,2024-09-23T06:46:52.268160,15.06399643,.000138,53.0520,111.6856,89.7855,270.3292,0,U,46674,999,21688,.27371E-3,.3798E-4,0
STARLINK-1720,2020-073F,2024-09-23T13:03:43.092000,15.06393544,.0001384,53.0531,110.5118,93.3910,266.7237,0,U,46675,999,21692,.10613E-3,.1299E-4,0
STARLINK-1773,2020-073K,2024-09-23T13:06:21.647232,15.06404197,.0001063,53.0528,90.4999,95.3245,264.7865,0,U,46679,999,21720,.9081E-4,.1072E-4,0
STARLINK-1775,2020-073M,2024-09-23T14:02:45.764160,15.06394487,.0001631,53.0542,125.3291,100.9249,259.1924,0,U,46681,999,21671,.35173E-3,.4961E-4,0
STARLINK-1776,2020-073N,2024-09-23T14:39:55.221120,15.06417917,.0002643,53.0513,125.2128,83.5618,276.5672,0,U,46682,999,21672,.91877E-3,.13437E-3,0
STARLINK-1780,2020-073Q,2024-09-23T14:23:19.587264,15.06399966,.0001561,53.0523,110.2628,90.0466,270.0702,0,U,46684,999,21693,.14622E-3,.1897E-4,0
STARLINK-1781,2020-073R,2024-09-23T14:45:16.933248,15.06393244,.0001438,53.0522,125.4626,96.7169,263.3984,0,U,46685,999,21671,.15422E-3,.2016E-4,0
STARLINK-1784,2020-073T,2024-09-23T05:24:35.138016,15.06403694,.0001375,53.0482,91.9397,91.5360,268.5787,0,U,46687,999,21715,.23668E-3,.3246E-4,0
STARLINK-1788,2020-073V,2024-09-23T07:30:06.200064,15.06396758,.0001462,53.0546,127.2075,87.1678,272.9478,0,U,46689,999,21791,.15767E-3,.2068E-4,0
STARLINK-1789,2020-073W,2024-09-23T06:00:24.795072,15.06407935,.0001392,53.0507,101.8307,84.7917,275.3231,0,U,46690,999,21701,.24964E-3,.344E-4,0
STARLINK-1790,2020-073X,2024-09-22T23:36:56.081952,15.06400035,.0001987,53.0522,113.0256,90.1556,269.9661,0,U,46691,999,21683,.16115E-3,.2119E-4,0
